#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_MNM_7025;[Root.GetDWDevil]'s favors, [Root.GetSocietyRank] [Root.GetFirstName]\nThe great and mighty [Root.GetDWDevil] has given us so much, and now it is time for us to offer them a gift in return. [Root.GetDWDevil] craves a soul to serve them in their dark realm and we have the perfect kind in mind. Capture and sacrifice a [Root.GetDWSacrifice], [Root.GetSocietyRank]!\n\n[Root.GetDWExpression]\nSigned, [From.GetSocietyRank] [From.GetFirstName];Que les faveurs [Root.GetDWDevilDuDela] soient sur vous, [Root.GetSocietyRank] [Root.GetFirstName],\n[Root.GetDWDevil], par sa puissance et sa grandeur, nous a tant donné, et il est temps pour nous de lui offrir un cadeau en retour. [Root.GetDWDevil] a besoin d'une âme à son service dans le royaume des Ténèbres et nous avons la personne parfaite pour ce rôle. Capturez et sacrifiez [Root.GetDWSacrifice], [Root.GetSocietyRank] !\n\n[Root.GetDWExpression]\nSigné, [From.GetSocietyRank] [From.GetFirstName];Die Gunst von [Root.GetDWDevil] sei mit Euch, [Root.GetSocietyRank] [Root.GetFirstName],\n[Root.GetDWDevil] hat uns so viel gegeben und jetzt ist es an der Zeit, [Root.Getihmihr] ein Geschenk zu machen. [Root.GetDWDevil] verlangt es nach einer Seele, die [Root.Getihmihr] im Dunklen Reich dienen soll, und wir haben auch schon das perfekte Opfer dafür. Fangt und opfert eine(n) [Root.GetDWSacrifice], [Root.GetSocietyRank]!\n\n[Root.GetDWExpression]\n[From.GetSocietyRank] [From.GetFirstName];;[Root.GetDWDevil] es grande, [Root.GetSocietyRank] [Root.GetFirstName]:\n[Root.GetDWDevil] nos ha bendecido y debemos ofrendarle en señal de agradecimiento. [Root.GetDWDevil] necesita un alma que le sirva en el inframundo y tenemos al objetivo perfecto en mente. ¡[Root.GetSocietyRank], captura y sacrifica a [Root.GetDWSacrifice]!\n\n[Root.GetDWExpression]\nFirmado: [From.GetSocietyRank] [From.GetFirstName];;;;;;;;;x
MNM.70200.d.suspected_apostate;[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName] bursts into your [Root.GetChamber], flanked by several [Root.GetReligionWarriorPlural] dragging [accused_apostate.GetBestName] with them in chains. "My [Root.GetTitle], we caught this apostate in the act of reading [accused_apostate.TrueReligion.GetName] scripture, and giving praise to [accused_apostate.TrueReligion.GetHighGodName]! What shall be done with [accused_apostate.GetHerHim]?";[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName] fait irruption dans votre [Root.GetChamber], accompagné[Root.job_spiritual.Get_E] de plusieurs [Root.GetReligionWarriorPlural] tirant [accused_apostate.Get_only_le_Title][accused_apostate.GetBestName] enchaîné[accused_apostate.Get_E]. « M[Root.GetOnA][Root.GetLordLady], nous avons surpris c[accused_apostate.GetEtEtte] apostat[accused_apostate.Get_E] en train de lire [accused_apostate.Get_du_ScriptureSecret] de la religion [accused_apostate.TrueReligion.GetName] et louer [Root.job_spiritual.GetEvilGodLeLaLes] ! Que doit-on faire d[accused_apostate.GetEluiElle] ? »;[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName] platzt in Eure [Root.GetChamber], flankiert von mehreren [Root.GetReligionWarriorPlural], die [accused_apostate.GetBestName] in Ketten mit sich schleppen. „Mein [Root.GetTitle], wir haben diesen Abtrünnigen dabei erwischt, wie [accused_apostate.GetSheHe] die [accused_apostate.TrueReligion.GetName]-Schrift las und [accused_apostate.TrueReligion.GetHighGodName] lobte! Was soll mit [accused_apostate.Getihmihr] geschehen?“;;[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName] entra gritando en tu [Root.GetChamber], flanqueado/a por varios [Root.GetReligionWarrior]s que arrastran a [accused_apostate.GetBestName] con cadenas. «Mi [Root.GetTitle], ¡sorprendimos a esta persona leyendo el/la [accused_apostate.GetTrueReligionAdherent] [accused_apostate.SecretReligion.GetScriptureName] y prodigando alabanzas a [accused_apostate.SecretReligion.GetHighGodName]! ¿Qué deseas que se haga?».;;;;;;;;;x
EVTOPTBHF20090;[Root.Religion.GetHighGodNameCap] has finally touched them.;Ils ont enfin entendu [Root.Get_le_HighGod].;Sie wurden endlich von [Root.Religion.GetHighGodName] berührt.;;Por fin [Root.Religion.GetHighGodName] les llegó.;;;;;;;;;x
EVTDESC_WoL_7030;I live my life as other [Root.GetMenWomen] do, navigating its rocks and obstacles, doing my best to achieve success in my endeavours. Still, everything we do takes place in the presence of [Root.Religion.GetRandomGodName], and we must take care lest the influence of [Root.Religion.GetRandomEvilGodName] comes into our lives.;;Ich lebe mein Leben wie andere [Root.GetMenWomen], navigiere über seine Felsen und Hindernisse und tue mein Bestes, um bei meinen Bemühungen Erfolg zu haben. Dennoch findet alles, was wir tun, in der Gegenwart [Root.Religion.GetRandomGodName]s statt, und wir müssen aufpassen, dass der Einfluss von [Root.Religion.GetRandomEvilGodName] nicht in unser Leben gelangt.;;;;;;;;;;;x
EVTOPTA_WOL_10114_HORSES;A dozen strong [Root.GetHorses].;;Ein Dutzend starker [Root.GetHorses];;;;;;;;;;;x
satanists_recruit;Recruit to [From.Society.GetName];;Rekrutierung zu [From.Society.GetName];;;;;;;;;;;x
satanists_recruit_desc;Attempt to find out whether §Y[Root.GetTitledFirstName]§! is open to the power of the occult. If so, you may invite [Root.GetHerHim] to become a member of [From.Society.GetName].;;Versucht herauszufinden, ob §Y[Root.GetTitledFirstName]§! für die Macht des Okkulten empfänglich ist. Wenn ja, könnt Ihr [Root.Getihnsie] einladen, ein Mitglied von [From.Society.GetName] zu werden.;;;;;;;;;;;x
EVTDESC_MNM_7022_A;We have seen your good work, [Root.GetSocietyRank] [Root.GetFirstName].\nThe recruit you sent us, [satanists_recruit.GetTitledFirstName], has now completed [satanists_recruit.GetHerHis] induction into [Root.Society.GetName]. I thank you for this contribution – it will not be forgotten.\n\nSigned, [From.GetSocietyRank] [From.GetFirstName];;Wir haben Eure gute Arbeit gesehen, [Root.GetSocietyRank][Root.GetFirstName].\nDer Rekrut, den Ihr uns geschickt habt, [satanists_recruit.GetTitledFirstName], hat nun [satanists_recruit.GetHerHis]e Einführung in [Root.Society.GetName] abgeschlossen. Ich danke Euch für diesen Beitrag - er wird nicht vergessen werden. \n\nGezeichnet,[From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;x
EVTDESC_MNM_7022_B;We know what has happened, [Root.GetSocietyRank] [Root.GetFirstName].\nThe recruit you sent us, [satanists_recruit.GetTitledFirstName], has proven to be disaster. We have spent significant resources in our attempt to induct [satanists_recruit.GetHerHim], all for naught. This lack of judgment will be remembered.\n\nSigned, [From.GetSocietyRank] [From.GetFirstName];;Wir wissen, was passiert ist, [Root.GetSocietyRank][Root.GetFirstName].\nDer Rekrut, den Ihr uns geschickt habt, [satanists_recruit.GetTitledFirstName], hat sich als Katastrophe erwiesen. Wir haben erhebliche Mittel in unseren Versuch investiert,[satanists_recruit.Getihnsie] einzuführen, alles umsonst. Euer Mangel an Urteilsvermögen wird in Erinnerung bleiben. Gezeichnet, [From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;x
EVTDESC_MNM_4452;[From.GetSocietyGreeting], [Root.GetTitledFirstName]\n\nWe are delighted by your decision to join the ranks of [From.Society.GetName], [Root.GetTitle]. [From.GetSocietyGoal].\n\n[From.GetSocietyFarewell],\nSigned, [From.GetSocietyRank] [From.GetFirstName];;[From.GetSocietyGreeting], [Root.GetTitledFirstName]\n\nWir freuen uns über Euren Entschluss, denReihen von [From.Society.GetName] beizutreten, [Root.GetTitle].[From.GetSocietyGoal]\n[From.GetSocietyFarewell], \nGezeichnet, [From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;x
EVTOPT_MNM_4018;Cognition is what I live for.;;Erkenntnis ist das, wofür ich lebe.;;;;;;;;;;;x
AUTOCEPHALOUS_PATRIARCHS;Autonomous Bishops;;Autonome Bischöfe;;;;;;;;;;;x
AUTOCEPHALOUS_REL_HEAD_TITLE;Bishop;;Bischöfin;;;;;;;;;;;x
AUTOCEPHALY_IRO;§YAdditional Autonomous Bishops§!;;$YZusatzliche autonome Bischöfe$!;;;;;;;;;;;x
REL_AUTOCEPHALY_DESC;Autonomous Bishops under Kings;;Autonome Bischöfe unter Königen;;;;;;;;;;;x
PENTARCHY_DRO;All $RELIGION$ kingdoms or empires also have their own autonomous Bishops. The Court Chaplain of such a kingdom or empire is also considered the Bishop of that realm. He will always do what his liege asks of him, but only the $REL_HEAD_TITLE$ can grant the Invasion Casus Belli. Each autonomous Bishop controls Excommunication within their respective realm.;;Alle $RELIGION$ Königreiche oder Imperien haben ihre eigenen autonomen Bischöfe. Der Hofkaplan eines solchen Königreichs oder Imperiums gilt auch als der Bischöf dieses Reiches. Er wird immer das tun, was sein Lehnsherr von ihm verlangt, aber nur der $REL_HEAD_TITLE$ kann den Invasions-Kriegsgrund gewähren. Jeder autonome Bischof kontrolliert die Exkommunikation in seinem jeweiligen Reich.;;;;;;;;;;;x
AUTOCEPHALOUS_REL_HEAD_TITLE_FEMALE;Bishop;;Bischöfin;;;;;;;;;;;x
EVTOPTA_MNM_9118_TT;Swords may give a bonus to commanded §Y[GetActualLightInfantryName]§! and §Y[GetHeavyInfantryName]§!, as well as §YMartial§!, §YPersonal Combat Skill§! and §YMonthly Prestige§!.\n;;Schwerter können einen Bonus auf die Befehligung von §Y[GetActualLightInfantryName]§! und §Y[GetHeavyInfantryName]§!, sowie §YKriegskunst§!, §Ypersönliche Kampfkunst§! und §Ymonatliches Prestige§! gewähren.\n;;;;;;;;;;;x
EVTOPTB_MNM_9118_TT;Scimitars may give a bonus to commanded §Y[GetActualLightInfantryName]§! and §Y[GetHeavyInfantryName]§!, as well as §YMartial§!, §YPersonal Combat Skill§! and §YMonthly Prestige§!.\n;;Krummsäbel  können einen Bonus auf die Befehligung von §Y[GetActualLightInfantryName]§! und §Y[GetHeavyInfantryName]§!, sowie §YKriegskunst§!, §Ypersönliche Kampfkunst§! und §Ymonatliches Prestige§! gewähren.\n;;;;;;;;;;;x
EVTOPTC_MNM_9118_TT;Lances may give a bonus to commanded §Y[GetActualHeavyInfantryName]§! and §Y[GetCavalryName]§!, as well as §YMartial§!, §YPersonal Combat Skill§! and §YMonthly Prestige§!.\n;;Lanzen können einen Bonus auf die Befehligung von §Y[GetActualHeavyInfantryName]§! und §Y[GetCavalryName]§!, sowie §YKriegskunst§!, §Ypersönliche Kampfkunst§! und §Ymonatliches Prestige§! gewähren.\n;;;;;;;;;;;x
EVTOPTD_MNM_9118_TT;Axes may give a bonus to commanded §Y[GetPikemenName]§! and §Y[GetLightInfantryName]§!, as well as §YMartial§!, §YPersonal Combat Skill§! and §YMonthly Prestige§!.\n;;Äxte können einen Bonus auf die Befehligung von §Y[GetPikemenName]§! und §Y[GetLightInfantryName]§!, sowie §YKriegskunst§!, §Ypersönliche Kampfkunst§! und §Ymonatliches Prestige§! gewähren.\n;;;;;;;;;;;x
EVTOPTE_MNM_9118_TT;Maces may give a bonus to commanded §Y[GetLightCavalryName]§! and §Y[GetHeavyInfantryName]§!, as well as §YMartial§!, §YPersonal Combat Skill§! and §YMonthly Prestige§!.\n;;Streitkolben können einen Bonus auf die Befehligung von §Y[GetLightCavalryName]§! und §Y[GetHeavyInfantryName]§!, sowie §YKriegskunst§!, §Ypersönliche Kampfkunst§! und §Ymonatliches Prestige§! gewähren.\n;;;;;;;;;;;x
EVTOPTF_MNM_9118_TT;Bows may give a bonus to commanded §Y[GetArchersName]§! and §Y[GetCavalryName]§!, as well as §YMartial§!, §YPersonal Combat Skill§! and §YMonthly Prestige§!.\n;;Bögen können einen Bonus auf die Befehligung von §Y[GetArchersName]§! und §Y[GetCavalryName]§!, sowie §YKriegskunst§!, §Ypersönliche Kampfkunst§! und §Ymonatliches Prestige§! gewähren.\n;;;;;;;;;;;x
BLOODLINE_EASIER_VOWS_TOOLTIP;Both [From.GetFirstName] and [Root.GetFirstName] are relatives and belong to a §YBloodline§! endorsed by the §Y[Root.RelHead.GetTitle]§!;[From.GetFirstName] et [Root.GetFirstName] sont tous deux des parents et appartiennent à une §Ylignée§! approuvée par la §Y[Root.RelHead.GetTitle]§!.;[From.GetFirstName] und [Root.GetFirstName]  sind verwandt und gehören zu einer §YBlutlinie§!, die vom §Y[Root.RelHead.GetTitle]§! befürwortet wird;;Tanto [From.GetFirstName] como [Root.GetFirstName] son parientes y pertenecen a un §Ylinaje§! respaldado por el §Y[Root.RelHead.GetTitle]§!;;;;;;;;;x
indulgence_ask;The [Root.RelHead.GetTitle] will hear our plea for salvation.;Le [Root.RelHead.GetTitle] entendra notre plaidoyer pour le salut.;Der [Root.RelHead.GetTitle] wird unsere Bitte um Erlösung erhören.;;El [Root.RelHead.GetTitle] oirá nuestra petición de salvación.;;;;;;;;;x
repentance_ask;The [Root.RelHead.GetTitle] will hear our plea for salvation.;Le [Root.RelHead.GetTitle] écoutera notre demande de pardon.;Der [Root.RelHead.GetTitle] wird unser Flehen um Erlösung anhören.;;El [Root.RelHead.GetTitle] escuchará nuestra oración de salvación.;;;;;;;;;x
EVTDESC39253;The [Root.RelHead.GetTitle] has agreed to lift the excommunication against me!;Le [Root.RelHead.GetTitle] a accepté de lever mon excommunication!;Der [Root.RelHead.GetTitle] hat zugestimmt, meine Exkommunikation aufzuheben!;;¡El [Root.RelHead.GetTitle] ha accedido a revocar la excomunión contra mi!;;;;;;;;;x
convert_to_local_culture;Convert to Local Culture;;Zur lokalen Kultur konvertieren;;;;;;;;;;;x
EVTDESC_WOL_2080_DW;I can hardly believe it, but I have uncovered indisputable proof that [FromFromFrom.GetTitledName] does not follow what they preach and instead secretly follows the philosophies and teachings of a rival faith! [FromFromFrom.GetSubjectPronounCap] is a member of an organization called [FromFromFrom.Society.GetName]. How should I choose to utilize this explosive information?;;Ich kann es kaum glauben, aber ich habe unbestreitbare Beweise dafür aufgedeckt, dass [FromFromFrom.GetTitledName] nicht dem folgt, was sie predigen und stattdessen heimlich den Philosophien und Lehren eines rivalisierenden Glaubens folgt! [FromFromFrom.GetSubjectPronounCap] ist Mitglied einer Organisation namens [FromFromFrom.Society.GetName]. Wie soll ich diese brisante Information nutzen?;;;;;;;;;;;x
RULE_DYNASTY_TITLE_NAMES_ON_DESC;Many cultures name their titles after the ruling dynasty (e.g. Kolkar, Bloodhoof, etc.);;Viele Kulturen benennen ihre Titel nach der Herrscherdynastie (z.B. Kolkar, Bloodhoof, etc.);;;;;;;;;;;x
RULE_CULTURAL_TITLE_NAMES_ON_DESC;The names of titles may change depending on the ruling culture (e.g. 'Zul'regan' instead of Gnomeregan);;Die Namen der Titel können sich je nach der herrschenden Kultur ändern (z. B. „Zul'regan“ anstelle von Gnomeregan);;;;;;;;;;;x
HF_221_DESC;Bored, I decide to sneak out onto the streets of [child_of_destiny.Location.County.GetName]. I suddenly hear a voice. "Ah, young [child_of_destiny.GetPrincessPrince] [child_of_destiny.GetFirstName]!" It is an old [wise_man_target.GetManWoman], overburdened with books. "I am [wise_man_target.GetFirstName]. The stars have given me a quest – to teach you about the world and the mind of mortals." [wise_man_target.GetSheHeCap] holds out two books. "Our time is limited, which tome should we study?";;Ich beschloss, mich auf die Straßen von [child_of_destiny.Location.County.GetName] zu schleichen. Plötzlich höre ich eine Stimme. „Ah, junge[child_of_destiny.GetrMale] [child_of_destiny.GetPrincessPrince] [child_of_destiny.GetFirstName]!“ Es ist ein[wise_man_target.GeteFemale] alte[wise_man_target.GetrMale] [wise_man_target.GetManWoman], [wise_man_target.Getderdie] mit Büchern überladen ist. „Ich bin [wise_man_target.GetFirstName]. Die Sterne haben mir eine Aufgabe zugedacht - Euch über die Welt der Sterblichen zu unterrichten.“ [wise_man_target.GetSheHeCap] hält zwei Bücher bereit. „Unsere Zeit ist begrenzt, welches Werk sollen wir studieren?“;;;;;;;;;;;x
HF_221_OPTA;"Golgo'nishver", I want to lead and inspire!;;„Golgo'nishver“, ich will führen und inspirieren!;;;;;;;;;;;x
HF_221_OPTB;"Tagha'senchal", my future realm shall prosper!;;„Tagha'senchal“, mein zukünftiges Reich soll gedeihen!;;;;;;;;;;;x
HF_222_DESC;My servants apparently lost track of [child_of_destiny.GetFirstName] today, and it took hours to locate [child_of_destiny.GetHerHim]! [child_of_destiny.GetSheHeCap] was found in the nick of time, just before I was about to order a full-scale search. When they found [child_of_destiny.GetHerHim] [child_of_destiny.GetSheHe] was reading a book no one had ever seen before, written in Kalimag no less...;;Meine Diener haben heute offenbar die Spur von [child_of_destiny.GetFirstName] verloren, und es hat Stunden gedauert, [child_of_destiny.Getihnsie] ausfindig zu machen! [child_of_destiny.GetSheHeCap] wurde in letzter Minute gefunden, kurz bevor ich eine umfassende Suche anordnen wollte. Als sie [child_of_destiny.Getihnsie] fanden, las [child_of_destiny.GetSheHe] gerade ein Buch, das niemand zuvor gesehen hatte, geschrieben in Kalimag...;;;;;;;;;;;x
HF_222_OPTA;[child_of_destiny.GetFirstName], oh how you scared me...! And how do you know Kalimag?;;[child_of_destiny.GetFirstName], oh wie habt Ihr mich erschreckt...! Und woher kennt Ihr Kalimag?;;;;;;;;;;;x
child_of_mithridates;Child of Shadra;;Kind von Shadra;;;;;;;;;;;x
child_of_mithridates_desc;This character resists poison to such a degree that people claim [GetHerHim] a child of Shadra.;;Dieser Charakter widersteht Gift in einem solchen Maße, dass die Leute behaupten, [GetSheHe] sei ein Kind von Shadra.;;;;;;;;;;;x
bloodline_desc_child_of_destiny;A [child_of_destiny.GetManWoman] of true legend. [child_of_destiny.GetHerHisCap] exploits mimicked those of the ancient heroes!;;Ein wahres [child_of_destiny.GetManWoman] der Legenden. [child_of_destiny.GetSheHeCap] eifert den Heldentaten der alten Helden nach!;;;;;;;;;;;x
EVTDESCHF23001;[target_localization_sacrifice.GetTitledFirstName] was sacrificed to [FromFrom.Religion.GetHighGodName]! Accounts describe how [target_localization_sacrifice.GetSheHe] was forcefully dragged screaming on top of a temple and torn apart by mad priests.;;;;;;;;;;;;;x
EVTDESC_SSI_060_B;[From.GetTitledName] was sacrified to [FromFrom.Religion.GetHighGodName] by [FromFrom.GetFirstName]'s priests! After bringing [From.GetHerHim] to one of their [FromFrom.GetHouseOfWorship], they placed [From.GetFirstName] on an altar and sliced [From.GetHerHim] open with a ceremonial dagger. They then tore out [From.GetHerHis] still beating heart to the cheers of the assembled crowd.;;;;;;;;;;;;;x
EVTDESC_SSI_072;Your priests have sacrificed [From.GetTitledName] to [Root.Religion.GetHighGodName]! After bringing [From.GetHerHim] to our [Root.GetHouseOfWorship], the priests placed [From.GetFirstName] on an altar and sliced [From.GetHerHim] open with a ceremonial dagger. They then tore out [From.GetHerHis] still beating heart to the cheers of the assembled crowd.;;;;;;;;;;;;;x
EVTOPTA_SSI_072;[Root.Religion.GetHighGodNameCap] will be pleased.;;;;;;;;;;;;;x
vassal_sacrifice_decision_desc;Have your priests sacrifice [Root.GetTitledFirstName] to [From.Religion.GetHighGodName].;;;;;;;;;;;;;x
EVTOPTAHF23207;They will serve [Root.Religion.GetHighGodName] in the afterlife!;;;;;;;;;;;;;x
bloodthirsty_gods_1_desc;This [Root.GetManWoman] has performed a notable amount of sacrifices.;;;;;;;;;;;;;x
bloodthirsty_gods_2_desc;This [Root.GetManWoman] is renowned as a bloodthirsty fanatic, always looking for the next victim to sacrifice to [Root.GetHerHis] cruel god.;;;;;;;;;;;;;x
bloodthirsty_gods_3_desc;This [Root.GetManWoman] has filled rivers with the blood of [Root.GetHerHis] victims and built mountains out of their skulls in [Root.GetHerHis] psychotic desire to please the cruel god [Root.GetSheHe] worships.;;;;;;;;;;;;;x
EVTDESCAHF23431;I leave the altar with my clothes still dripping of the blood of my last victim. After having officiated a few sacrificial rites, I have found that my hands are much steadier, and that my heart is much more impervious to the incoherent pleas of my offerings to [Root.Religion.GetHighGodName].;;;;;;;;;;;;;x
EVTDESCAHF23432;There might have been a time when the sight of blood unsettled me, or when the wailing of a child could make my dagger quake and fill my mind with dread. \nBut not any longer. \n[Root.Religion.GetHighGodName] has granted me the fortitude to perform this sacred work.;;;;;;;;;;;;;x
EVTDESCAHF23433;The crowd below me cheers as the head of my last sacrifice rolls down the steps of the temple. I throw the heart in the sacred brazier, watching it hiss and burn and singing praises to [Root.Religion.GetHighGodName].;;;;;;;;;;;;;x
EVTOPTAHF23432;The Blood God must be appeased!;;;;;;;;;;;;;x
EVTOPTAHF23433;[Root.Religion.GetHighGodName] demand more blood!;;;;;;;;;;;;;x
bloodline_desc_bloodthirsty_gods_bloodline;[Root.GetTitledFirstName] dedicated [Root.GetHerHis] life to build an empire of blood and skulls in honor of [Root.Religion.GetHighGodName].;;;;;;;;;;;;;x
EVTDESCAHF23434;[Root.Religion.GetName] priests are notorious throughout the world for their sanguinary practices. The many sacrifices performed in the name of [Root.Religion.GetHighGodName] are an imperative necessity, a grim responsibility that every pious man must take part in if we wish to avoid the terrible wrath of our immortal master.\nYet, few can deny that my accomplishments in sating the god's eternal thirst tower above those of all my colleagues.\nThrough my faith and dedication, I have cleansed the entirety of [Root.PrimaryTitle.GetName] in a sea of blood, forging a sacred legacy that will not soon be forgotten.;;;;;;;;;;;;;x
EVTDESCAHF23435;[From.Religion.GetName] priests are notorious throughout the world for their sanguinary practices. The barbaric sacrifices performed in the name of [From.Religion.GetHighGodName] are a notorious staple of their dogma.\nAnd yet, in spite of their infamy, [From.GetTitledFirstName] has managed to surprise the world with [From.GetHerHis] unfathomable atrocities. \nIn [From.GetHerHis] twisted quest for the blessing of [From.GetHerHis] immortal master, this vile murderer has forged a realm of blood and skulls, slaughtering thousands of innocent and feeding their souls to [From.GetHerHis] monstrous god.;;;;;;;;;;;;;x
EVTDESCBHF23435;[From.Religion.GetName] priests are notorious throughout the world for their sanguinary practices. They consider the many sacrifices that they regularly perform as an imperative necessity, a grim responsibility that every pious man must take part in to avoid the terrible wrath of [From.Religion.GetHighGodName].\nYet, few can deny that the accomplishments of [From.GetTitledFirstName] in sating the god's eternal thirst have towered upon those of all of [From.GetHerHis] colleagues.\nThrough [From.GetHerHis] faith and dedication, [From.GetSheHe] has cleansed the entirety of [From.PrimaryTitle.GetName] in a sea of blood, forging a sacred legacy that will not soon be forgotten.;;;;;;;;;;;;;x
flower_war_cb_desc;To prove our eternal devotion to [Root.Religion.GetHighGodName] we can wage war not for land, but to conquer worthy offerings for our altars.;;;;;;;;;;;;;x
flower_war_cb_tooltip;All captured enemy troops will be sacrificed to [Root.Religion.GetHighGodName] upon victory, leaving [This.GetTitledFirstName]'s lands undefended for several years.;;;;;;;;;;;;;x
bloodthirsty_flower_war_province_desc;A great sacrifice has depleted this province of a large portion of its inhabitants.;;;;;;;;;;;;;x
EVTDESCAHF23462;Victory cannot be achieved without the protection of [Root.Religion.GetHighGodName]. If we wish to prevail against our enemies, we must be willing to make the required sacrifices. Once the Blood God has appeased, terrible power will be unleashed against our foes.;;;;;;;;;;;;;x
bloodthirsty_mass_sacrifice_bonus_1_desc;By appeasing [Root.Religion.GetHighGodName] with the blood of hundreds of [Root.GetHerHis] own subjects, this ruler has given [Root.GetHerHis] troops absolute certainty of victory in battle.;;;;;;;;;;;;;x
bloodthirsty_mass_sacrifice_bonus_2_desc;By appeasing [Root.Religion.GetHighGodName] with the blood of hundreds of [Root.GetHerHis] own subjects, this ruler has given [Root.GetHerHis] troops absolute certainty of victory in battle.;;;;;;;;;;;;;x
bloodthirsty_mass_sacrifice_bonus_3_desc;By appeasing [Root.Religion.GetHighGodName] with the blood of hundreds of [Root.GetHerHis] own subjects, this ruler has given [Root.GetHerHis] troops absolute certainty of victory in battle.;;;;;;;;;;;;;x
EVTDESCAHF23463;[From.GetTitledFirstName] has performed a great sacrifice, slaughtering hundreds of our own people to garner the favor of [From.Religion.GetHighGodName] during this war. With such a large offering, we are sure to prevail against our foes.;;;;;;;;;;;;;x
EVTDESCAHF23464;[From.GetTitledFirstName] has performed a great sacrifice, slaughtering hundreds of our own people to garner the favor of [From.Religion.GetHighGodName] during this war. [From.GetHerHisCap] fanatic obsession with sacrifices will doom us all.;;;;;;;;;;;;;x
EVTDESCAHF23465;[From.GetTitledFirstName] has performed a great sacrifice, slaughtering hundreds of [Root.GetHerHis] own people to garner the favor of [From.Religion.GetHighGodName] during this war. [From.GetSheHeCap] hopes that the Blood God will now grant [From.GetHerHis] armies the strength necessary to defeat my warriors.;;;;;;;;;;;;;x
EVTOPTAHF23465;What if [From.Religion.GetHighGodName] listened to [From.GetHerHim]?;;;;;;;;;;;;;x
MNM.7500.d;As [target_localization_sacrifice.GetTitledFirstName] is bound to the altar [target_localization_sacrifice.GetSheHe] appears to be mumbling prayers through [target_localization_sacrifice.GetHerHis] gag. [target_localization_sacrifice.GetSheHeCap] is sweating profusely, either due to the heat from the nearby pyres or from fear. [target_localization_sacrifice.GetHerHisCap] holy vestments hang in tatters already, exposing [target_localization_sacrifice.GetHerHis] chest. As the appointed hour draws near the chanting of your brethren builds to a crescendo until, finally, it is time.;Alors que [target_localization_sacrifice.Get_le_TitledFirstName] est ligoté[target_localization_sacrifice.Get_E] sur l'autel, [target_localization_sacrifice.GetIlElle] semble murmurer des prières à travers son bâillon. [target_localization_sacrifice.GetIlElleCap] transpire abondamment, soit à cause de la chaleur des bûchers voisins, soit de peur. Ses vêtements sacrés pendent déjà en lambeaux, exposant sa poitrine. Alors que l'heure prévue s'approche, le chant de vos frères s'accentue crescendo jusqu'à ce que, enfin, le moment soit venu.;[target_localization_sacrifice.GetTitledFirstName] ist an den Altar gefesselt und [target_localization_sacrifice.GetSheHe] scheint durch den Knebel Gebete zu murmeln. [target_localization_sacrifice.GetHerHisCap] Körper ist schweißnass, sei es aufgrund der Hitze der umliegenden Scheiterhaufen oder aus Angst. Das heilige Gewand hängt [target_localization_sacrifice.Getihmihr] in Fetzen von der Brust. Als die angesetzte Stunde näher rückt, wächst der Gesang Eurer Brüder zu einem Crescendo heran, bis es endlich so weit ist.;;Han atado a [target_localization_sacrifice.GetTitledFirstName] al altar. Crees oír sus súplicas a través de la mordaza. Está sudando como un animal por el miedo o por las piras encendidas a su alrededor. Sus santas vestiduras han quedado reducidas a jirones y su pecho ha quedado al descubierto. Se acerca la hora prevista y los cánticos de los miembros de la orden llegan a un punto álgido. Es el momento.;;;;;;;;;x
MNM.7500.a;Plunge my knife into [target_localization_sacrifice.GetHerHis] chest!;Enfoncer mon couteau dans sa poitrine !;Stoßt das Messer in [target_localization_sacrifice.GetHerHis]e Brust!;;¡Le clavo la daga en el pecho!;;;;;;;;;x
