#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
wc_templeport1_fel_desc;A small number of scattered legion portals which pop in and out of existence, allowing a number of demons gather on through.;;Einfall des Fel;;;;;;;;;;;x
wc_templeport2_fel_desc;A unstable portway within the temple's core, kept open to a legion world which allows more advanced demonic entities to step on through.;;Instabiles Portal;;;;;;;;;;;x
wc_templeport3_fel_desc;A demonic portal to a Legion world, maintained by a cabal of warlocks which helps support a more powerful number of demonic minions.;;Dämonisches Portal;;;;;;;;;;;x
wc_templeport4_fel_desc;A portway to a demon world, allowing a larger group of demonic entities to pour on through to serve the Legion.;;Portal der Legion;;;;;;;;;;;x
wc_warlocks1_fel;Warlock Tower;;Turm des Hexenmeisters;;;;;;;;;;;x
wc_warlocks2_fel;Fel Library;;Bibliothek des Fel;;;;;;;;;;;x
wc_warlocks3_fel;Demon Laboratory;;Dämonisches Laboratorium;;;;;;;;;;;x
wc_warlocks4_fel;Council of Warlocks;;Rat der Hexenmeister;;;;;;;;;;;x
wc_warlocks1_fel_desc;The tower of a powerful Legion warlock, supporting the legion's increasing need to pour into the world.;;Turm des Hexenmeisters;;;;;;;;;;;x
wc_warlocks2_fel_desc;A vast demon library of warlock tomes on lore and magic, a study for which Legion Warlocks partake in various summoing activities.;;Bibliothek des Fel;;;;;;;;;;;x
wc_warlocks3_fel_desc;The laboratory of a local demon chemist and their warlock master, helping to study Fel magic and its effects to improve demonic knowledge.;;Dämonisches Laboratorium;;;;;;;;;;;x
wc_warlocks4_fel_desc;A council of Legion warlocks and their thralls, dedicated to aiding demon kind and the legion's grander efforts.;;Rat der Hexenmeister;;;;;;;;;;;x
wc_templeship1_fel;Demonic Pier;;Dämonischer Kai;;;;;;;;;;;x
wc_templeship2_fel;Demonic Shipyard;;Dämonische Werft;;;;;;;;;;;x
wc_templeship3_fel;Demonic Harbor;;Dämonischer Hafen;;;;;;;;;;;x
wc_templeship4_fel;Demonic Marina;;Dämonischer Yachthafen;;;;;;;;;;;x
wc_templeship1_fel_desc;A corrupted ruin of a shipyard, now used by demons to help maintain a sizable naval presence.;;Dämonischer Kai;;;;;;;;;;;x
wc_templeship2_fel_desc;A Legion shipyard where demonic ships and transports are built and stationed.;;Dämonische Werft;;;;;;;;;;;x
wc_templeship3_fel_desc;A sizable legion naval base in which a number of demonic vessels are stored, maintained, and manned by demon sailors to help transport their burning armies.;;Dämonischer Hafen;;;;;;;;;;;x
wc_templeship4_fel_desc;A huge bastion of demonic activity dedicated to manning demonic ships destined to spread along the legion's vast and evil hosts.;;Dämonischer Yachthafen;;;;;;;;;;;x
wc_ftower1_fel;Fel Walls;;Fel-Mauern;;;;;;;;;;;x
wc_ftower2_fel;Burning Walls;;Brennende Mauern;;;;;;;;;;;x
wc_fpatrols1_fel;Demon Portals;;Dämonische Portale;;;;;;;;;;;x
wc_fpatrols2_fel;Infernal Portals;;Höllenbestienportale;;;;;;;;;;;x
wc_ftower1_fel_desc;Walls of emerald-tinted metal surround this fort, protecting it from light skirmishes.;;Fel-Mauern;;;;;;;;;;;x
wc_ftower2_fel_desc;The walls of this fort have become infused with fel-fire, creating a difficult situation for an assualting force to overcome.;;Brennende Mauern;;;;;;;;;;;x
wc_fpatrols1_fel_desc;Smaller portals have been established within this fort, allowing for quick regarrisoning.;;Dämonische Portale;;;;;;;;;;;x
wc_fpatrols2_fel_desc;Larger portals allowing for infernals have opened up greatly increasing the strength of the garrison here.;;Höllenbestienportale;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
