#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
old_gods_worship_DESC;The worship of the Old Gods, mysterious, godlike and great malefic horrors. It is a widespread nihilistic religion based on cults that seeks to bring the end of the world and fanatically serves and worships the old gods, parasitic eldritch horrors who are physical manifestations of the Void.;;;;;;;;;;;;;x
INSANITY;Insanity;Démence;Wahnsinn;;;;;;;;;;;x
THE_OLD_GODS;the Old Gods;les Dieux très anciens;die alten Götter;;;;;;;;;;;x
voidfarer;Voidfarer;Vide-Voyageur;Astrale;;;;;;;;;;;x
forsaken_cult;Forgotten Shadow;Ombre-Oubliée;Vergessener Schatten;;;;;;;;;;;x
voidfarer_DESC;While dangerous, void magic can be carefully used for the benefit of its users and their allies. Void practictioners have devoted their lives to the study and use of the void for good.;;Obwohl sie gefährlich ist, kann Leeren-Magie vorsichtig zum Vorteil ihrer Verwender und deren Verbündeten eingesetzt werden. Die Anhänger dieser Religion haben ihr Leben dem Studium und der Nutzung der Leere für das Gute gewidmet.;;;;;;;;;;;x
forsaken_cult_DESC;A heretical group of shadow practitioners, the Forgotten Shadow, believe that dark energy practitioners are just as vital to the survival of life and reality as wielders of the Light. The cult preaches balance, mandating that shadow priests must never forget the dangers being corrupted by the dark energies they manipulate, for it is often difficult to find one's way back to the shadow from the deep reaches of the darkness. ;;Eine häretische Gruppe von Schattenanbetern, der Vergessene Schatten, glaubt, dass die Anhänger der dunklen Energie für das Überdauern des Lebens und der Realität genauso wichtig sind wie die Anhänger des Lichts. Die Sekte predigt Ausgewogenheit und fordert, dass Schattenpriester niemals die Gefahren vergessen dürfen, die von den von ihnen manipulierten dunklen Energien ausgehen, denn es ist oft schwierig, aus den Tiefen der Dunkelheit zurück zum Schatten zu finden.;;;;;;;;;;;x
THE_SHADOW;the Shadow;l'Ombre;der Schatten;;;;;;;;;;;x
void_group;Void;Vide;Leere;;;;;;;;;;;x
old_ways;Old Way;Vieille Mode;;;;;;;;;;;;x
old_ways_DESC;The old ways are not widespread, but have existed on the fringes of Gilnean society. The religious leaders of what was in Gilneas referred to as the "old ways" eventually became "harvest-witches". Those who used their nature powers to augment Gilneas' agricultural output during and following its period of industrialization.;;;;;;;;;;;;;x
druidism_beliefs;Druidic;druidique;Druidisch;;;;;;;;;;;x
druidism_beliefs_DESC;Druidism is teaching to worship the spirits through plants, animals and the fundamental spirit of the wilds. The druids seek guidance or interference from the spirits and see their forests as havens for living spirits, and as such are bound to defend them.;;;;;;;;;;;;;x
WITCH;Witch;Sorcière;Hexe;;;;;;;;;;;x
THE_NATURE;the Nature;la Nature;die Natur;;;;;;;;;;;x
GOD_CENARIUS;Cenarius;Cénarius;Cenarius;;;;;;;;;;;x
DRUID;Druid;Druide;Druide;;;;;;;;;;;x
pandarian_beliefs;Pandaren;Pandarène;Pandaren;;;;;;;;;;;x
august_celestials;Celestial;Vénérable;Himmlisch;;;;;;;;;;;x
GOD_AUGUST_CELESTIALS;the August Celestials;les Astres Vénérables;die himmlischen Erhabenen;;;;;;;;;;;x
SHA;the Sha;les Sha;die Sha;;;;;;;;;;;x
jinyu_beliefs;Jinyu;jinyue;Jinyu;;;;;;;;;;;x
WATERSPEAKER;Waterspeaker;Eauracle;Wassersprecher;;;;;;;;;;;x
THE_WATER;the Water;l'Eau;das Wasser;;;;;;;;;;;x
THE_RIVER;the River;la Rivière;der Fluss;;;;;;;;;;;x
THE_SEA;the Sea;la Mer;die See;;;;;;;;;;;x
THE_DROUGHT;the Drought;;ie Dürre;;;;;;;;;;;x
august_celestials_DESC;The August Celestials are four wild gods who defend the temples from the evils of the sha and mogu. The celestials built temples to train monks in their respective styles after the pandaren revolution. Many native races of Pandaria respect these creatures and worship them as gods.;;;;;;;;;;;;;x
jinyu_beliefs_DESC;Water speaking is a belief in Jinyu society. It allows their spiritual leaders to speak and listen to the waters that flow throughout Pandaria, making them extremely wise and terribly powerful.;;;;;;;;;;;;;x
vrykul_religion_group;Vrykultruar;vrykultruare;;;;;;;;;;;;x
odyn;Odyn;Odyn;Odyn;;;;;;;;;;;x
GOD_ODYN;Odyn;Odyn;Odyn;;;;;;;;;;;x
GOD_HELYA;Helya;Helya;Helya;;;;;;;;;;;x
odyn_DESC;Originally created alongside the Dragon Aspects with the task of protecting Azeroth, the Valarjar were judged the mightiest titan-forged warriors by Odyn. It was them who he thought were the only ones worthy of protecting Azeroth. When, instead of his Valarjar, the Dragon Aspects were given the powers of the Titans to safeguard Azeroth after their departure, Helya alongside Odyn raised a section of Ulduar up into the skies to create the Halls of Valor, a new home for his Valarjar warriors. To this day, the strongest Vrykul are hand-picked by Odyn and have their spirits lifted by the Val'kyr to the Halls where they will fight for all eternity.;;Die ursprünglich neben den Drachenaspekten mit der Aufgabe des Schutzes Azeroths geschaffenen Valarjar wurden von Odyn als die mächtigsten titanengeschmiedeten Krieger angesehen. Er hielt sie für die einzigen, die es wert waren, Azeroth zu beschützen. Als anstelle seiner Valarjar den Drachenaspekten die Macht der Titanen zum Schutz Azeroths bei deren Abreise übertragen wurde, hob Helya zusammen mit Odyn einen Teil Ulduars in die Lüfte, um die Hallen der Tapferkeit zu schaffen, eine neue Heimat für seine Valarjar-Krieger. Bis zum heutigen Tag werden die stärksten Vrykul von Odyn handverlesen und von den Val'kyr in die Hallen der Tapferkeit gehoben, wo sie bis in alle Ewigkeit kämpfen werden.;;;;;;;;;;;x
helya;Helya;Helya;Helya;;;;;;;;;;;x
helya_DESC;Helya, matriarch of Helheim, which is the underworld of the Vrykul who have fallen and haven't ascended to the Halls of Valour, was a Watcher who assisted Odyn in imprisoning elementals into the Elemental Plane. She would be the first spectral Val'kyr when she would rebel against Odyn. She would soon create a champion who would bear Odyns Warswords of the Valajar, which Helya stole from Odyn, this champion would slay many for their souls to serve in Helheim. She would also create the Helarjar, a holy order to mock Odyn's Valarjar. The Kvaldir of Helya would also be responsible for murdering those of dishonour and unworthy, taking them to Helheim.;;;;;;;;;;;;;x
nerubian_religion_group;Nerubian;Nérubien;Nerubisch;;;;;;;;;;;x
spider_philosophy;Nerubian;Nérubienne;Nerubisch;;;;;;;;;;;x
spider_philosophy_DESC;The Nerub were a result of a split of species between the Aqir, native to ancient Kalimdor. Both species and the Mantid Empire were split off by the Gurubashi and Amani troll tribes, the trio of species soon adapted to their change of environment. This happened long before the Lich King, however. The Lich King would envy the Nerubian way of organisation and the capability to spawn in mass numbers. The Lich King would later attack and swarm the kingdom with the undead. He besieged the Nerubian capital of Azjol-Nerub and, with every Nerubian dead, the undead lord would beat the numbers of the Nerub by using their fallen against them. This would render Azjol-Nerub a tomb.;;;;;;;;;;;;;x
INVASION_FROM_THE_SUBSOIL;Invasion From the Subsoil;;Invasion aus dem Erdboden;;;;;;;;;;;x
THE_SPIDER;the Spider;l'Araignée;die Spinne;;;;;;;;;;;x
wolf_cult_religion;Goldrinn;Goldrinniste;Goldrinnisch;;;;;;;;;;;x
wolf_cult_religion_DESC;Members of the Wolf Cult accepted the beastly nature within themselves. They worship the great wolf, Goldrinn, and consider it their duty to awaken the beast inside every inhabitant of Azeroth.;;;;;;;;;;;;;x
GOLDRINN;Goldrinn;Goldrinn;Goldrinn;;;;;;;;;;;x
THE_PURITY_OF_ESSENCE;the Purity of Essence;la Pureté de l'Essence;die Reinheit der Essenz;;;;;;;;;;;x
ursine;Ursine;ursine;Ursinisch;;;;;;;;;;;x
ursine_DESC;The Ursine is a tradition practiced by favouring balance of the wild things and the natural world. The twin ancient guardians Ursol and Ursoc receive veneration mostly from Ursol’s descendants, the furbolgs. Furbolgs attuned to nature grow into druids and shamans, following Ursol’s woven path. Ursoc's path on the other hand is saturated with blood. Here warriors and hunters learn the ferocity of nature. Inside this ferocity treads others on the path of Ursoc. The Druids of the Claw.;;Ursinisch ist eine Tradition, die das Gleichgewicht zwischen Natur und Wildnis fördert. Die Zwillingsbärengötter Ursol und Ursoc werden vor allem von Ursols Nachfahren, den Furbolgs, verehrt. Die naturverbundenen Furbolgs wachsen zu Druiden und Schamanen heran und folgen dem von Ursol eingeschlagenen Weg. Ursocs Weg dagegen ist von Blut getränkt.;;;;;;;;;;;x
GOD_URSOL;Ursol;Ursol;Ursol;;;;;;;;;;;x
GOD_URSOC;Ursoc;Ursoc;Ursoc;;;;;;;;;;;x
agamaggan_worship;Agamaggan;Agamaggane;Agamaggan;;;;;;;;;;;x
agamaggan_worship_DESC;Agamaggan, the great boar, was one of the ancient guardians and one of the first and most powerful beings to ever live. Shamans and geomancers that worship him call upon the strength of the great boar to help them in battle and in their rituals.;;;;;;;;;;;;;x
GOD_AGAMAGGAN;Agamaggan;Agamaggan;Agamaggan;;;;;;;;;;;x
theradras_worship;Theradras;Theradrasse;Theradras;;;;;;;;;;;x
theradras_worship_DESC;Princess Theradras was an enormous earth elemental and a daughter of Therazane the Stonemother. After mating with Zaetar, son of Cenarius, Theradras became the mother of the first centaur. The centaur, seeing the disgust in their father's eyes, brutally killed Zaetar. And to this day, Theradras is the patron of her progeny.;;;;;;;;;;;;;x
GOD_THERADRAS;Theradras;Theradras;Theradras;;;;;;;;;;;x
kaldorei_religion;Elunic;Elunique;Elunisch;;;;;;;;;;;x
kaldorei_religion_DESC;Kaldorei worship the pantheon of gods, led by Elune, the moon goddess. Her priests, the sisters of Elune, have considerable authority in the society. On the other hand, the kaldorei druids play a significant role and also have a close kinship with most of the ancient guardians. Blessed by their gods, the kaldorei consider it their duty to protect nature at the cost of their lives and honour the sacrifices of the ancestors.;;;;;;;;;;;;;x
tidemother;Tidemother;Mère-Marée;Gezeitenmutter;;;;;;;;;;;x
tidemother_DESC;The Tidemother is a being worshipped by many sailors and those whose lives depend on mutable sea winds. Most people look to the seas for guidance the same way others look to the light, but the tidesages, the priest of the Tidemother, have a much deeper connection with the water. Long have the tidesages listened to the sea to guide their ships and their people, gentle whispers imperceptible to most.;;;;;;;;;;;;;x
TIDESAGE;Tidesage;Sage des Marées;Gezeitenweise;;;;;;;;;;;x
GOD_TIDEMOTHER;the Tidemother;la Mère des Marées;die Gezeitenmutter;;;;;;;;;;;x
GOD_AMANTHUL;Aman'thul;Aman'thul;Aman'thul;;;;;;;;;;;x
GOD_EONAR;Eonar;Eonar;Eonar;;;;;;;;;;;x
GOD_NORGANNON;Norgannon;Norgannon;Norgannon;;;;;;;;;;;x
GOD_GOLGANNETH;Golganneth;Golganneth;Golganneth;;;;;;;;;;;x
GOD_KHAZGOROTH;Khaz'goroth;Khaz'goroth;Khaz'goroth;;;;;;;;;;;x
GOD_ELUNE;Elune;Elune;Elune;;;;;;;;;;;x
THE_DARK;the Dark;l'Ombre;das Dunkel;;;;;;;;;;;x
GOD_AKILZON;Akil'zon;Akil'zon;Akil'zon;;;;;;;;;;;x
GOD_AKUNDA;Akunda;Akunda;Akunda;;;;;;;;;;;x
GOD_BWONSAMDI;Bwonsamdi;Bwonsamdi;Bwonsamdi;;;;;;;;;;;x
GOD_ELORTHA;Shadra;Shadra;Shadra;;;;;;;;;;;x
GOD_ERAKA;Kimbul;Kimbul;Kimbul;;;;;;;;;;;x
GOD_GHUUN;G'huun;G'huun;G'huun;;;;;;;;;;;x
GOD_GONK;Gonk;Gonk;Gonk;;;;;;;;;;;x
GOD_JANI;Jani;Jani;Jani;;;;;;;;;;;x
GOD_KRAGWA;Krag'wa;Krag'wa;Krag'wa;;;;;;;;;;;x
GOD_REZAN;Rezan;Rezan;Rezan;;;;;;;;;;;x
GOD_TORGA;Torga;Torga;Torga;;;;;;;;;;;x
GOD_YSILDAR;Ysildar;Ysildar;Ysildar;;;;;;;;;;;x
GOD_VALARJAR;the Valarjar;;die Valarjer;;;;;;;;;;;x
GOD_HELARJAR;the Helarjar;;die Helarjer;;;;;;;;;;;x
GOD_EYIR;Eyir;Eyir;Eyir;;;;;;;;;;;x
cult_of_nightwell;Nightwell;Shal'dorei;;;;;;;;;;;;x
cult_of_nightwell_DESC;The Nightwell is the fount of magic that has kept the Shal'dorei people alive during their great isolation behind their shield. The Nightwell nourished them and shaped them into a new form and it is central to their culture.;;;;;;;;;;;;;x
MAGISTER;Magister;Magistère;Magister;;;;;;;;;;;x
MAGISTRIX;Magistrix;Magistère;Magistrix;;;;;;;;;;;x
arcane_group;Arcane;Arcanique;Arkan;;;;;;;;;;;x
secular_group;Secular;Séculaire;säkular;;;;;;;;;;;x
#LINE_REMOVED_DONT_TOUCH;Loken;Loken;Loken;;;;;;;;;;;x
#LINE_REMOVED_DONT_TOUCH;Loken;Lokenienne;Lokisch;;;;;;;;;;;x
#LINE_REMOVED_DONT_TOUCH;Loken was one of the Titan watchers tasked by the Pantheon to watch over Azeroth in their absence. Elevated to the role of prime designate, Loken was the chief jailor of the Old God Yogg-Saron, imprisoned in the depths of Ulduar. However, the whispers of the Death God eventually drove Loken to betray his comrades and bring down the works of the Pantheon. With Ulduar and the Forge of Wills under his control, Loken created an army of iron constructs, such as the iron dwarves that battle the earthen throughout Northrend. The followers of the cult worship Loken, and follows the will of him and his dark masters wherever it may lead.;;;;;;;;;;;;;x
CAPITALIST;Capitalist;Capitaliste;Kapitalist;;;;;;;;;;;x
pandaren_religion_group;Chi;Chi;Chi;;;;;;;;;;;x
lightbound;Lightbound;Lumière-Attaché;Lichtgebunden;;;;;;;;;;;x
lightbound_DESC;A heretical offshoot of the naaru teachings, the adherents to the Lightbound doctrine are dedicated to spread the influence of the Light wherever they possibly can and convert the unbelievers by any means necessary, even forcibly.;;;;;;;;;;;;;x
shadowlander;Shadowlander;Terre-Ombreur;Schattenländer;;;;;;;;;;;x
shadowlander_DESC;The Shadowlands are a dimension existing between worlds, where the souls of the mortal creatures go when they die. Their origins remain uncertain, but they have existed ever since mortal life first arose in the physical universe and seemingly span all worlds in existence. When a soul is called from the afterlife, it is free to roam the material realm if it is not restrained within moments of its arrival. Death knights, necromancers, and undead as a whole share a strong connection with the realm.;;;;;;;;;;;;;x
THE_FEL;the Fel;les Fel;das Fel;;;;;;;;;;;x
THE_DEATH;the Death;;der Tod;;;;;;;;;;;x
THE_ANCESTORS;the Ancestors;;die Ahnen;;;;;;;;;;;x
GOD_BELORE;Belore;;;;;;;;;;;;;x
GOD_SHAL;Shal;;Shal;;;;;;;;;;;x
THROS;Thros;;Thros;;;;;;;;;;;x
THE_BLIGHT;The Blight;;Die Verseuchung;;;;;;;;;;;x
throsic;Throsic;;Throsisch;;;;;;;;;;;x
throsic_DESC;Many spirits of the fallen Drust have been banished into an offshoot plane within the Emerald Nightmare that they later named Thros, where they cultivated a potent form of death magic with bastardized druidic elements. This form of magic resulted from numerous attempts to bewitch the souls of fallen Drust into constructs to use against human settlers. Following this, the Throsic form of necromancy prefers binding the souls of the dead into durable constructs, while the traditional form of corpse reanimation is rarer. Its influence towards the wildlife and the living is usually perpetuated by the local witch covens. The most loyal of Throsian witches can also ascend into Matrons, an incorporeal banshee-like creature, through a ritualistic act of slitting their own throat in ultimate devotion to their horrific masters.;;Viele Geister der gefallenen Drust wurden innerhalb des smaragdgrünen Albtraums, in eine Nebenebene verbannt, die sie später Thros nannten, wo sie eine mächtige Form der Todesmagie mit verderbten druidischen Elementen erschufen. Diese Form der Magie entstand aus zahlreichen Versuchen, die Seelen Gefallener in Konstrukte zu binden, um sie gegen Siedler einzusetzen. Die throsische Form der Nekromantie bindet die Seelen der Toten vorzugsweise in dauerhafte Konstrukte, während die traditionelle Form der Totenerweckung seltener ist.  Ihr Einfluss auf die Tierwelt und die Lebenden wird gewöhnlich von den einheimischen Zirkeln aufrechterhalten. Die treuesten unter den throsischen Hexen können durch einen rituellen Akt, bei dem sie sich in äußerster Hingabe an ihre schrecklichen Herren in einem rituellen Akt selbst die Kehle durchschneiden, auch zu Matronen, einer körperlosen, Banshee-ähnlichen Kreatur, aufsteigen.;;;;;;;;;;;x
old_gods_worship_FEATURES;§Y*§! Can chose their main Old God in the decision menu\n§Y*§! Can use offmap screen of chosen Old God\n§Y*§! Can recieve offmap currency of chosen Old God by sacrificing characters and sieging holdings;;§Y*§! Kann den Alten Hauptgott im Intrigenmenü auswählen\n§Y*§! Kann das Interaktionsfenster des gewählten Alten Gottes verwenden\n§Y*§! Kann die Währung des gewählten Alten Gottes erhalten, indem Charaktere geopfert und Besitztümer belagert werden;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
