#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_WCSAD.41;You journey to nearby cave which is a dwelling of powerful earth elemental. After entering it, you call to him asking for his help. A mighty and majestic creature of earth appears before you. It looks at you waiting for you to speak. You ask for his help with strengthtening your bond with spirit of earth.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.41;What will be his answer ?;;;;;;;;;;;;;x
EVTDESC_WCSAD.42;Earth elemental starts channeling his power of earth into you. You feel its warmth and strength. You feel that your connection to earth is stronger then ever before.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.42;I'm thankful for this power.;;;;;;;;;;;;;x
EVTDESC_WCSAD.43;Earth elemental starts channeling his power of earth into you. You feel its might as the ground starts shaking. You realize that the elemental is not happy with you and start to run. You barely escape the cave before it closes.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.43;What have i done wrong ?;;;;;;;;;;;;;x
EVTDESC_WCSAD.44;Earth elemental offers you power in exchange for serving his mistress, Therazane the Stonemother. It looks at you awaiting an answer. Rejecting him might not be the best choice.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.44;I will serve in exchange for power.;;;;;;;;;;;;;x
EVTOPTB_WCSAD.44;I will never be a slave.;;;;;;;;;;;;;x
EVTDESC_WCSAD.45;You journey to nearby underwater cave which is a dwelling of powerful water elemental. After entering it, you call to him asking for his help. A mighty and majestic creature of water appears before you. It looks at you waiting for you to speak. You ask for his help with strengthtening your bond with spirit of water.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.45;What will be his answer ?;;;;;;;;;;;;;x
EVTDESC_WCSAD.46;Water elemental starts channeling his power of water into you. You feel its calm and strength. You feel that your connection to water is stronger then ever before.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.46;I'm thankful for this power.;;;;;;;;;;;;;x
EVTDESC_WCSAD.47;Water elemental starts channeling his power of water into you. You feel its might as the water starts flowing into the cave. You realize that the elemental is not happy with you and start to run. You barely escape the cave before it submerges underwater.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.47;What have i done wrong ?;;;;;;;;;;;;;x
EVTDESC_WCSAD.48;Water elemental offers you power in exchange for serving his master, Neptulon the Tidehunter. It looks at you awaiting an answer. Rejecting him might not be the best choice.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.48;I will serve in exchange for power.;;;;;;;;;;;;;x
EVTOPTB_WCSAD.48;I will never be a slave.;;;;;;;;;;;;;x
EVTDESC_WCSAD.50;You journey to nearby fire chasm which is a dwelling of powerful fire elemental. After entering it, you call to him asking for his help. A mighty and majestic creature of fire appears before you. It looks at you waiting for you to speak. You ask for his help with strengthtening your bond with spirit of fire.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.50;What will be his answer ?;;;;;;;;;;;;;x
EVTDESC_WCSAD.51;Fire elemental starts channeling his power of fire into you. You feel its passion and strength. You feel that your connection to fire is stronger then ever before.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.51;I'm thankful for this power.;;;;;;;;;;;;;x
EVTDESC_WCSAD.52;Fire elemental starts channeling his power of fire into you. You feel its might as the lava starts exploding from the ground. You realize that the elemental is not happy with you and start to run. You barely escape the chasm before it's filled with lava.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.52;What have i done wrong ?;;;;;;;;;;;;;x
EVTDESC_WCSAD.53;Fire elemental offers you power in exchange for serving his master, Ragnaros the Firelord. It looks at you awaiting an answer. Rejecting him might not be the best choice.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.53;I will serve in exchange for power.;;;;;;;;;;;;;x
EVTOPTB_WCSAD.53;I will never be a slave.;;;;;;;;;;;;;x
EVTDESC_WCSAD.55;You journey to nearby hill which is a dwelling of powerful air elemental. After climbing it, you call to him asking for his help. A mighty and majestic creature of air appears before you. It looks at you waiting for you to speak. You ask for his help with strengthtening your bond with spirit of air.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.55;What will be his answer ?;;;;;;;;;;;;;x
EVTDESC_WCSAD.56;Air elemental starts channeling his power of air into you. You feel its freedom and strength. You feel that your connection to air is stronger then ever before.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.56;I'm thankful for this power.;;;;;;;;;;;;;x
EVTDESC_WCSAD.57;Air elemental starts channeling his power of air into you. You feel its might as the winds blow all around you. You realize that the elemental is not happy with you and start to run. You barely escape the hill before it's destroyed by powerful winds.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.57;What haveI done wrong?;;;;;;;;;;;;;x
EVTDESC_WCSAD.58;Air elemental offers you power in exchange for serving his master, Al'Akir the Windlord. It looks at you awaiting an answer. Rejecting him might not be the best choice.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.58;I will serve in exchange for power.;;;;;;;;;;;;;x
EVTOPTB_WCSAD.58;I will never be a slave.;;;;;;;;;;;;;x
EVTDESC_WCSAD.60;You journey to nearby glacier which is a dwelling of powerful ice elemental. After climbing it, you call to him asking for his help. A mighty and majestic creature of ice appears before you. It looks at you waiting for you to speak. You ask for his help with strengthtening your bond with element of ice.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.60;What will be his answer ?;;;;;;;;;;;;;x
EVTDESC_WCSAD.61;Ice elemental starts channeling his power of ice into you. You feel power of frost all around you. You feel that your connection to ice is stronger then ever before.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.61;I'm thankful for this power.;;;;;;;;;;;;;x
EVTDESC_WCSAD.62;Ice elemental starts channeling his power of ice into you. You feel its might as the frost creeps troughout your body. You realize that the elemental is not happy with you and start to run. You barely escape before elemental turns into icicle.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.62;What have i done wrong ?;;;;;;;;;;;;;x
EVTDESC_WCSAD.65;You journey to nearby dune which is a dwelling of powerful sand elemental. After arriving at it, you call to him asking for his help. A mighty and majestic creature of sand appears before you. It looks at you waiting for you to speak. You ask for his help with strengthtening your bond with element of sand.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.65;What will be his answer ?;;;;;;;;;;;;;x
EVTDESC_WCSAD.66;Sand elemental starts channeling his power of sand into you. You feel power of sand shifting below your feet. You feel that your connection to sand is stronger then ever before.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.66;I'm thankful for this power.;;;;;;;;;;;;;x
EVTDESC_WCSAD.67;Sand elemental starts channeling his power of sand into you. You feel its might as nearby dunes start coming your way like a tidal waves. You realize that the elemental is not happy with you and start to run. You barely escape before being trapped in shifting sands.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.67;What have i done wrong ?;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
EVTDESC_WCSAD.70;It's a tradition to have Tidesages bless land and ships. Their blessings bring rain and bountiful hauls.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.70;I will send letter to the Shrine of the Storm.;;;;;;;;;;;;;x
EVTDESC_WCSAD.71;After a week of waiting one of the Tidesages have arrived. Calling upon the power of Tidemother to bless our land and the ships which will surely bring prosperity to our lands.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.71;Excellent.;;;;;;;;;;;;;x
EVTDESC_WCSAD.72;After a week of waiting a group of Tidesages have arrived. The called upon the power of Tidemother to bless our land and the ships, which will surely bring prosperity to our lands.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.72;Excellent.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
EVTDESC_WCSAD.75;Night Elves have worshiped goddess Elune since time immemorial. Now you're the one that's focused in prayer. What will you ask of the Moon Goddess ?;;;;;;;;;;;;;x
EVTOPTA_WCSAD.75;I ask for your protection Mother Moon.;;;;;;;;;;;;;x
EVTDESC_WCSAD.76;It seems like your prayers have been answered. You can feel the warm moonlight shining on you and all doubts and worries leave your mind.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.76;Praise Elune.;;;;;;;;;;;;;x
EVTDESC_WCSAD.77;You're enveloped in the moonlight and can feel power of Elune coursing throught your body. It looks like Mother Moon favours you especially.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.77;Praise Elune.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
EVTDESC_WCSAD.80;The ritual takes place on a hill in deep forest. The view of starry sky is breathtaking from here but your contemplation is interrupted when large shadowy creatures emerge from the forest. You quickly realize that it's pack that agreed to give you the gift of blood. You bow before he Alpha and nervously wait to see what happens. He looks at you for a moment before cutting his his vein and extending his bleeding arm to you.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.80;Drink the blood.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
EVTDESC_WCSAD.85;All of tribe have gathered to honor the twin gods, Ursoc and Ursol. You stand before shaman who asks you which brother blessing you seek.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.85;I seek Ursoc's strength.;;;;;;;;;;;;;x
EVTOPTB_WCSAD.85;I seek Ursol's wisdom.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
EVTDESC_WCSAD.86;Ritual festivities had taken whole night. After hours of ceremonies and offerings you kneel before the totems of Ursoc and Ursol. You can feel something changing in you. Shaman walks up to you and tells you that you have granted the blessing.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.86;I will not dissapoint Ursoc.;;;;;;;;;;;;;x
EVTOPTB_WCSAD.86;I will not dissapoint Ursol.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
EVTDESC_WCSAD.90;You have decided to seek out an Ancient Guardian and ask for their blessing. Which one will you try to find?;;;;;;;;;;;;;x
EVTOPTA_WCSAD.90;I will seek out Ashamane.;;;;;;;;;;;;;x
EVTOPTB_WCSAD.90;I will seek out Aviana.;;;;;;;;;;;;;x
EVTOPTC_WCSAD.90;I will seek out Ursoc.;;;;;;;;;;;;;x
EVTOPTD_WCSAD.90;More.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
EVTDESC_WCSAD.91;You have decided to seek out an Ancient Guardian and ask for their blessing. Which one will you try to find?;;;;;;;;;;;;;x
EVTOPTA_WCSAD.91;I will seek out Goldrinn.;;;;;;;;;;;;;x
EVTOPTB_WCSAD.91;I will seek out Malorne.;;;;;;;;;;;;;x
EVTOPTC_WCSAD.91;More.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
EVTDESC_WCSAD.92;You have decided to try and gain Ashamane's blessing. A powerful Wild God panther has died during War of the Ancients but her spirit lives on in Emerald Dream. By departing on spiritual journey to the wilds you may be able to communicate with her spirit and gain her blessing.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.92;I will depart immediately.;;;;;;;;;;;;;x
EVTDESC_WCSAD.93;After spending weeks living with the sabers in the wilds you feel attuned with their way of life. After one of the hunts a large transparent panther appears before you. You instantly realize it's Ashamane. She praises your dedication and bestows her blessing on you. She then vanishes leaving you with your newfound strength.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.93;I will not dissapoint you.;;;;;;;;;;;;;x
EVTDESC_WCSAD.94;Despite spending weeks in the wilds you have still failed to create any connection with Ashamane. It seems like the Wild God has decided to ignore you.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.94;I should just give up and try again in a few years.;;;;;;;;;;;;;x
EVTDESC_WCSAD.95;You have decided to try and gain Aviana's blessing. The Mistress of the Mother Tree has died during War of the Ancients but her spirit lives on in Emerald Dream. By departing on spiritual journey to the wilds you may be able to communicate with her spirit and gain her blessing.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.95;I will depart immediately.;;;;;;;;;;;;;x
EVTDESC_WCSAD.96;After spending weeks living with the different birds of prey in the wilds you feel attuned with their way of life. After one of the hunts a large transparent harpy appears before you. You instantly realize it's Avana. She praises your dedication and bestows her blessing on you. She then vanishes leaving you with your newfound strength.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.96;I will not dissapoint you.;;;;;;;;;;;;;x
EVTDESC_WCSAD.97;Despite spending weeks in the wilds you have still failed to create any connection with Aviana. It seems like the Wild God has decided to ignore you.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.97;I should just give up and try again in a few years.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
EVTDESC_WCSAD.100;You have decided to try and gain Ursoc's blessing. The Bear Lord has died during War of the Ancients but his spirit lives on in Emerald Dream. By departing on spiritual journey to the wilds you may be able to communicate with his spirit and gain his blessing.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.100;I will depart immediately.;;;;;;;;;;;;;x
EVTDESC_WCSAD.101;After spending weeks living with the bears in the wilds you feel attuned with their way of life. After one of the hunts a large transparent bear appears before you. You instantly realize it's Ursoc. He praises your dedication and bestows his blessing on you. He then vanishes leaving you with your newfound strength.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.101;I will not dissapoint you.;;;;;;;;;;;;;x
EVTDESC_WCSAD.102;Despite spending weeks in the wilds you have still failed to create any connection with Ursoc. It seems like the Wild God has decided to ignore you.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.102;I should just give up and try again in few years.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
EVTDESC_WCSAD.105;You have decided to try and gain Goldrinn's blessing. The Great Wolf has died during War of the Ancients but his spirit lives on in Emerald Dream. By departing on spiritual journey to the wilds you may be able to communicate with his spirit and gain his blessing.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.105;I will depart immediately.;;;;;;;;;;;;;x
EVTDESC_WCSAD.106;After spending weeks living with the wolves in the wilds you feel attuned with their way of life. After one of the hunts a large transparent wolf appears before you. You instantly realize it's Goldrinn. He praises your dedication and bestows his blessing on you. He then vanishes leaving you with your newfound strength.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.106;I will not dissapoint you.;;;;;;;;;;;;;x
EVTDESC_WCSAD.107;Despite spending weeks in the wilds you have still failed to create any connection with Goldrinn. It seems like the Wild God has decided to ignore you.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.107;I should just give up and try again in a few years.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
EVTDESC_WCSAD.110;You have decided to try and gain Malorne's blessing. The White Stag has died during War of the Ancients but his spirit lives on in Emerald Dream. By departing on spiritual journey to the wilds you may be able to communicate with his spirit and gain his blessing.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.110;I will depart immediately.;;;;;;;;;;;;;x
EVTDESC_WCSAD.111;After spending weeks living with the deer in the wilds you feel attuned with their way of life. One day a large transparent stag appears before you. You instantly realize it's Malorne. He praises your dedication and bestows his blessing on you. He then vanishes leaving you with your newfound strength.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.111;I will not dissapoint you.;;;;;;;;;;;;;x
EVTDESC_WCSAD.112;Despite spending weeks in the wilds you have still failed to create any connection with Malorne. It seems like the Wild God has decided to ignore you.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.112;I should just give up and try again in a few years.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
EVTDESC_WCSAD.120;You've been restless for the whole day, eagerly awaiting the dusk. At last the moment has come, you let out a powerful howl before running off to the wilds.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.120;The hunt begins.;;;;;;;;;;;;;x
EVTDESC_WCSAD.121;After some time of hunting you had finally picked up a scent. You follow it to large swath of bushes. Your prey finnaly realizes your presence and jumps out of thicket trying to escape.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.121;It's a nimble deer !;;;;;;;;;;;;;x
EVTOPTB_WCSAD.121;It's a majestic stag !;;;;;;;;;;;;;x
EVTOPTC_WCSAD.121;It's a huge bear !;;;;;;;;;;;;;x
EVTOPTD_WCSAD.121;It's a pathetic sheep ?!;;;;;;;;;;;;;x
EVTDESC_WCSAD.122;You run after the deer trying to catch youre prey. It's fast but no match for your speed. After a few dozen seconds you finally catch up to it and plunge your fangs into its neck.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.122;OWOOOOOOOOOO !;;;;;;;;;;;;;x
EVTDESC_WCSAD.123;You run after the stag trying to catch youre prey. Suddenly it turns around and starts charging at you. You barely dodge and grab it by the neck. The beast tries to fight but after a few seconds of struggle you snap it neck, nearly tearing his head from the rest of the body.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.123;OWOOOOOOOOOO !;;;;;;;;;;;;;x
EVTDESC_WCSAD.124;You run after the bear trying to catch your prey. After a few seconds the beast realizes that it will not escape and tries to fight. It stand on two legs and attacks you with its claws. The fight is long and bloody but the mighty beast finally falls before you. You pick it up with monstrous strength and release powerful howl.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.124;OWOOOOOOOOOO !;;;;;;;;;;;;;x
EVTDESC_WCSAD.125;You quickly catch the sheep and shred it to pieces. It's a miserable prey, not worthy of your hunting skills.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.125;Pathetic.;;;;;;;;;;;;;x
EVTDESC_WCSAD.130;The harvest_witches are known for their nature magic, but they're also a powerful alchemists. What type of potion would you ask harvest-witch to make ?;;;;;;;;;;;;;x
EVTOPTA_WCSAD.130;I want to be more persuasive.;;;;;;;;;;;;;x
EVTOPTB_WCSAD.130;I want to be stronger.;;;;;;;;;;;;;x
EVTOPTC_WCSAD.130;I want to be thrifter.;;;;;;;;;;;;;x
EVTOPTD_WCSAD.130;More.;;;;;;;;;;;;;x
EVTDESC_WCSAD.131;The harvest_witches are known for their nature magic, but they're also a powerful alchemists. What type of potion would you ask harvest-witch to make ?;;;;;;;;;;;;;x
EVTOPTA_WCSAD.131;I want to be more cunning.;;;;;;;;;;;;;x
EVTOPTB_WCSAD.131;I want to be wiser.;;;;;;;;;;;;;x
EVTOPTC_WCSAD.131;More.;;;;;;;;;;;;;x
EVTDESC_WCSAD.132;After a few days a harvest-witch arrives at your court with the elixir. She presents it to you and assures you of it effects and that it's safe.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.132;I feel like i could convince Sargeras to stop the Burning Crusade.;;;;;;;;;;;;;x
EVTOPTB_WCSAD.132;I feel like i could wrestle with Deathwing.;;;;;;;;;;;;;x
EVTOPTC_WCSAD.132;I feel like i could scam Gallywix.;;;;;;;;;;;;;x
EVTOPTD_WCSAD.132;I feel like i could assasinate Garona.;;;;;;;;;;;;;x
EVTOPTE_WCSAD.132;I feel like i could beat Medivh in chess.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
EVTDESC_WCCLS.10000;You start your journey to Moonglade, the sacred place of druidism. It's a tradition for young druids to learn Cat Form from the Great Cat Spirit who lives there.;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10000;I shall depart immediately.;;;;;;;;;;;;;x
EVTDESC_WCCLS.10001;After a long journey you have arrived at the Moonglade. The beauty of this place is breathtaking and the serenity of Lake Elune'ara makes you feel at home here. For a moment you alomost forget why you're here.;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10001;I shall seek out Great Cat Spirit.;;;;;;;;;;;;;x
EVTDESC_WCCLS.10002;After a few hours of searching the wilds you notice a large transparent panther near the lake.;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10002;I should try to approach him.;;;;;;;;;;;;;x
EVTDESC_WCCLS.10003;The cat spirit looks upon you with a calm and peaceful gaze, You hear a voice speak to you as though it was coming from the cat, but the creature makes no indication that it is speaking. "Greetings, my young friend. If you have come to me seeking guidance, then perhaps I can help you find what you seek.";;;;;;;;;;;;;x
EVTOPTA_WCCLS.10003;What do you represent, spirit ?;;;;;;;;;;;;;x
EVTDESC_WCCLS.10004;I represent the agility which bolsters you as a young druid. You have come to me to learn this power young one, and I will teach this to you. I will teach you all that is the spirit cat, provided you will listen and understand. In order to know what it means to draw upon my spirit, you need to understand the importance of the quickness of the body, as well as the resolve of the heart.;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10004;I seek to understand the importance of quickness of the body.;;;;;;;;;;;;;x
EVTDESC_WCCLS.10005;Power of the body is the power and swiftness of action. You must keep yourself fit at all times, both physically and mentally. The cat's slenderness highlights its agility as it is a ferocious foe in combat. The cat's slenderness, however, belies its tough body and calm mind. These are surprises you will use to your advantage. You must rely on the slenderness of the cat's body in order to master the way of the claw.;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10005;I seek to understand the importance of resolve of the heart.;;;;;;;;;;;;;x
EVTDESC_WCCLS.10006;Resolve of the heart is what gives you the swiftness to take action... action that is rooted in intents that are pure and forthright. To keep the balance is not to be complacent or banal. You must show resolve for that which you believe in, and you must be willing to fight for it. The mother cat shows endless conviction in protecting her young, as does an elder cat protecting his hunting grounds. It is this resolve, this resolve of the heart, which you must come to know if you are to master the way of the Claw.;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10006;I have heard your words, Great Cat Spirit, and I understand. Give me now your blessings to fully learn the way of the Claw.;;;;;;;;;;;;;x
EVTDESC_WCCLS.10007;It remains to be seen if you are ready, young one. Even the wisest and oldest of druids are never truly ready when their ultimate time of testing comes. You have heard my words, and now you must move on. Heed what I have taught you. There will be a time when you will have your power tested. You must face your foe as the cat would - with quickness of body and with resolve of the heart. Learn from the fight, young one. Go... with my blessings.;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10007;I will stay true to the way of the Claw.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
EVTDESC_WCCLS.10020;You start your journey to Moonglade, the sacred place of druidism. It's a tradition for young druids to learn Cat Form from the Great Bear Spirit who lives there.;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10020;I shall depart immediately.;;;;;;;;;;;;;x
EVTDESC_WCCLS.10021;After a long journey you have arrived at the Moonglade. The beauty of this place is breathtaking and the serenity of Lake Elune'ara makes you feel at home here. For a moment you alomost forget why you're here.;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10021;I shall seek out Great Bear Spirit.;;;;;;;;;;;;;x
EVTDESC_WCCLS.10022;After a few hours of searching the wilds you notice a large transparent bear near the lake.;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10022;I should try to approach him.;;;;;;;;;;;;;x
EVTDESC_WCCLS.10023;The bear spirit looks upon you with a calm and peaceful gaze, You hear a voice speak to you as though it was coming from the bear, but the creature makes no indication that it is speaking. "Greetings, my young friend. If you have come to me seeking guidance, then perhaps I can help you find what you seek.";;;;;;;;;;;;;x
EVTOPTA_WCCLS.10023;What do you represent, spirit ?;;;;;;;;;;;;;x
EVTDESC_WCCLS.10024;I represent the strength which bolsters you as a young druid. You have come to me to learn this strength, young one, and I will teach this to you. I will teach you all that is the spirit bear, provided you will listen and understand. In order to know what it means to draw upon my spirit, you need to understand the importance of the strength of the body, as well as the strength of the heart.;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10024;I seek to understand the importance of strength of the body.;;;;;;;;;;;;;x
EVTDESC_WCCLS.10025;Strength of the body is the power and swiftness of action. You must keep yourself fit at all times, both physically and mentally. The bear's girth highlights its strength, as it is a ferocious foe in combat. The bear's girth, however, belies its lithe agility and sharp mind. These are surprises you will use to your advantage. You must rely on the strength of the bear's body in order to master the way of the claw.;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10025;I seek to understand the importance of strength of the heart.;;;;;;;;;;;;;x
EVTDESC_WCCLS.10026;Strength of the heart is what gives you the resolve to take action... action that is rooted in intents that are pure and forthright. To keep the balance is not to be complacent or banal. You must show resolve for that which you believe in, and you must be willing to fight for it. The mother bear shows endless conviction in protecting her young, as does an elder bear protecting his den. It is this resolve, this strength of heart, which you must come to know if you are to master the way of the Claw.;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10026;I have heard your words, Great Bear Spirit, and I understand. Give me now your blessings to fully learn the way of the Claw.;;;;;;;;;;;;;x
EVTDESC_WCCLS.10027;It remains to be seen if you are ready, young one. Even the wisest and oldest of druids are never truly ready when their ultimate time of testing comes. You have heard my words, and now you must move on. Heed what I have taught you. There will be a time when you will have your strength tested. You must face your foe as the bear would - with strength of body and with strength of heart. Learn from the fight, young one. Go... with my blessings.;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10027;I will stay true to the way of the Claw.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
EVTDESC_WCCLS.10040;Mistery of flight are only known to most talented druids. Your best chance of learning them would be to seek out a Druid of the Talon. These masters of flight are the most ardent followers of Aviana and know all the secrets of the Talon Form. They commonly live in high altitude areas where their connection with Mistress of Birds is the strongest.;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10040;Which way to the highest mountain ?;;;;;;;;;;;;;x
EVTDESC_WCCLS.10041;After long journey you finally arrived at the foot of a mountain. Climbing such a enormous peak is no easy matter and you decide it's best to make camp and spend the night here.;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10041;I need a good sleep to climb that mountain.;;;;;;;;;;;;;x
EVTDESC_WCCLS.10042;You're waken up by loud caws outside your tent. You leave it quickly to look for a culprit but the crow is nowhere to be found. You're confused by this situation. How can a simple crow elude an experienced druid such as yourself ?;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10042;Maybe it's a sign ?;;;;;;;;;;;;;x
EVTDESC_WCCLS.10043;After weird wakeup you eat a modest breakfast and start climbing the mountain. You estimate that it will take you a few hours to reach it's peak. You can only hope that there's actually a Druid of the Talon living there.;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10043;I wish i could fly to the top.;;;;;;;;;;;;;x
EVTDESC_WCCLS.10044;It's nearly dark but you have finally arrived at the mountain's peak. You're tired and dream only of warm bed back home. And then you suddenly hear a loud caw behind you. It's a crow but not an ordinary one. It's several times bigger and a lot more deadlier. It looks at you and then transforms into a tall night elf. You can see by his appearance that he's person you've looking for.;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10044;I should talk to him.;;;;;;;;;;;;;x
EVTDESC_WCCLS.10045;You approach him and introduce yourself shortly. He looks at you intensely with his sharp eyes before opening his mouths. "I know what you seek my friend. Mysteries of the flight are only known to a select few and i can see in you potential to join them.";;;;;;;;;;;;;x
EVTOPTA_WCCLS.10045;I will prove that i'm worthy.;;;;;;;;;;;;;x
EVTDESC_WCCLS.10046;"Prove ? No my friend, there's no need for that. There is no exam to pass, no challenge to complete, no problem to overcome. I will pass onto you my knowledge and if you're worthy you will understand it.";;;;;;;;;;;;;x
EVTOPTA_WCCLS.10046;Then i'm ready to learn.;;;;;;;;;;;;;x
EVTDESC_WCCLS.10047;"Good, my friend. Then i will tell you the secret of flight. It's knowing the true meaning of freedom. As a druid it's your duty to protect Azeroth. You can't just fly away from your obligations and hide in the clouds. The only thing that's limiting your freedom is you. Your doubts, concerns and fears chained you to the earth. True freedom is facing them head on and standing your ground instead of flying away like a coward. This is the mystery of flight. Now take to the skies and feel how free you are !";;;;;;;;;;;;;x
EVTOPTA_WCCLS.10047;CAAAAAAW !;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
EVTDESC_WCCLS.10060;You have been studying ways of druidism for many years now. You practiced shapeshifting and attained complete control over it's many forms. But now you choose a new objecitve. To master the way of the stag is to follow Malorne himself. Father of demigod Cenarius. Lover of Elune. First among Ancient Guardians. Following his example is not easy and rarely anyone tries it. You will face many challenges and succes is not guaranted.;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10060;I will do my best.;;;;;;;;;;;;;x
EVTDESC_WCCLS.10061;To master ways of Malorne you have to gain blessing of the demigod himself. You will depart on a long journey to understand him and his ways.;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10061;I will depart immediately.;;;;;;;;;;;;;x
EVTOPTB_WCCLS.10061;I already bear his blessing.;;;;;;;;;;;;;x
EVTDESC_WCCLS.10062;You have gained blessing of Malorne and will now face a final test. You will undergo a ritual to relive Malornes memories from War of the Ancients and face Archimonde the Defiler.;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10062;I will not fail him.;;;;;;;;;;;;;x
