#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
honor_local_spirits;Honour Local Elementals;Honorer les élémentaires locaux;Ehrt die einheimischen Elementare;;;;;;;;;;;x
EVTOPTA_WCSAD.85;I seek Ursoc's strength.;Je cherche la force d'Ursoc.;Ich suche Ursocs Stärke.;;;;;;;;;;;x
EVTOPTB_WCSAD.85;I seek Ursol's wisdom.;Je cherche la sagesse d'Ursol.;Ich suche Ursols Weisheit.;;;;;;;;;;;x
EVTDESC_WCSAD.86;The ritual festivities had taken the whole night. After hours of ceremonies and offerings you kneel before the totems of Ursoc and Ursol. You can feel something changing within you. The shaman walks up to you and tells you that you have been granted the blessing you sought after.;Les festivités rituelles avaient pris toute la nuit. Après des heures de cérémonies et d'offrandes, vous vous agenouillez devant les totems d'Ursoc et d'Ursol. Vous pouvez sentir quelque chose changer en vous. Le chaman s'approche de vous et vous dit que vous avez reçu la bénédiction que vous recherchiez.;Die rituellen Feste haben die ganze Nacht angedauert. Nach stundenlangen Zeremonien und Gaben kniet Ihr Euch vor den Totems von Ursoc und Ursol nieder. Ihr könnt spüren, wie sich etwas in Euch verändert. Der Schamane tritt auf Euch zu und verkündet, dass Ihr den Segen erhalten habt, nach dem Ihr gesucht habt.;;;;;;;;;;;x
EVTOPTA_WCSAD.86;I will not dissapoint Ursoc.;Je ne décevrai pas Ursoc.;Ich werde Ursoc nicht enttäuschen.;;;;;;;;;;;x
EVTOPTB_WCSAD.86;I will not dissapoint Ursol.;Je ne décevrai pas Ursol.;Ich werde Ursol nicht enttäuschen.;;;;;;;;;;;x
EVTDESC_WCSAD.90;You have decided to seek out an ancient guardian to ask it for its blessing. Which ancient guardian will you try to find?;Vous avez décidé de rechercher un Ancien gardien pour lui demander sa bénédiction. Quel Ancien gardien allez-vous essayer de trouver ?;Ihr habt Euch entschieden, einen alten Wächter aufzusuchen, um ihn um seinen Segen zu bitten. Welchen alten Wächter werdet Ihr aufsuchen?;;;;;;;;;;;x
EVTOPTA_WCSAD.90;I will seek out Ashamane.;Je vais chercher Ashamane.;Ich werde Ashamane aufsuchen.;;;;;;;;;;;x
EVTOPTB_WCSAD.90;I will seek out Aviana.;Je vais chercher Aviana.;Ich werde Aviana aufsuchen.;;;;;;;;;;;x
EVTOPTC_WCSAD.90;I will seek out Ursoc.;Je vais chercher Ursoc.;Ich werde Ursoc aufsuchen.;;;;;;;;;;;x
EVTOPTD_WCSAD.90;More.;Plus.;Mehr.;;;;;;;;;;;x
EVTDESC_WCSAD.91;You have decided to seek out an ancient guardian and ask for its blessing. Which one will you try to find?;Vous avez décidé de rechercher un Ancien gardien pour lui demander sa bénédiction. Lequel allez-vous essayer de trouver ?;Ihr habt Euch entschieden, einen alten Wächter aufzusuchen, um ihn um seinen Segen zu bitten. Welchen alten Wächter werdet Ihr aufsuchen?;;;;;;;;;;;x
EVTOPTA_WCSAD.91;I will seek out Goldrinn.;Je vais chercher Goldrinn.;Ich werde Goldrinn aufsuchen.;;;;;;;;;;;x
EVTOPTB_WCSAD.91;I will seek out Malorne.;Je vais chercher Malorne.;Ich werde Malorne aufsuchen.;;;;;;;;;;;x
EVTOPTC_WCSAD.91;More.;Plus.;Mehr.;;;;;;;;;;;x
EVTDESC_WCSAD.92;You have decided to try to gain Ashamane's blessing. A powerful Wild God panther that died during the War of the Ancients but her spirit lives on in the Emerald Dream. By departing on a spiritual journey to the wilds you may be able to communicate with her spirit and gain her blessing.;Vous avez décidé d'essayer d'obtenir la bénédiction d'Ashamane. Une puissante panthère déesse sauvage qui est morte pendant la guerre des Anciens mais dont l'esprit vit dans le Rêve d'émeraude. En partant pour un voyage spirituel dans la nature, vous pourrez peut-être communiquer avec son esprit et obtenir sa bénédiction.;Ihr habt beschlossen zu versuchen, Ashamanes Segen zu erlangen. Ein mächtiger, wilder Panthergott, der während des Krieges der Ahnen starb, aber ihr Geist lebt im smaragdgrünen Traum weiter. Wenn Ihr Euch auf eine spirituelle Reise in die Wildnis begebt, könnt Ihr vielleicht mit ihrem Geist kommunizieren und ihren Segen erlangen.;;;;;;;;;;;x
EVTOPTA_WCSAD.92;I will depart immediately.;Je vais partir immédiatement.;Ich werde mich umgehend auf den Weg machen.;;;;;;;;;;;x
EVTDESC_WCSAD.93;After spending weeks living among the saber cats in the wilds you feel attuned with their way of life. After one of the hunts, a large transparent panther appears before you. You instantly realise it's Ashamane. She praises your dedication and bestows her blessing upon you. She then vanishes leaving you with your newfound strength.;Après avoir passé des semaines à vivre parmi les sabres dans la nature, vous vous sentez en harmonie avec leur mode de vie. Après une des chasses, une grande panthère transparente apparaît devant vous. Vous réalisez instantanément qu'il s'agit d'Ashamane. Elle loue votre dévouement et vous accorde sa bénédiction. Elle disparaît ensuite, vous laissant avec votre force retrouvée.;Nachdem Ihr wochenlang zwischen den Panthern in der Wildnis gelebt habt, fühlt Ihr Euch auf ihre Lebensweise eingestimmt. Nach einer der Jagden erscheint ein großer durchscheinender Panther vor Euch. Ihr erkennt sofort, dass es sich um Ashamane handelt. Sie lobt Eure Hingabe und schenkt Euch ihren Segen. Sie verschwindet dann und lässt Euch mit neu gefundener Kraft zurück.;;;;;;;;;;;x
I_WONT_DISAPPOINT_YOU_STRING;I will not disappoint you.;Je ne vous décevrai pas.;Ich werde euch nicht enttäuschen.;;;;;;;;;;;x
EVTDESC_WCSAD.94;Despite spending weeks in the wilds you have still failed to create any connection with Ashamane. It seems like the Wild God has decided to ignore you.;Bien que vous ayez passé des semaines dans la nature, vous n'avez toujours pas réussi à créer un lien avec Ashamane. Il semble que la Déesse sauvage ait décidé de vous ignorer.;Obwohl Ihr Wochen in der Wildnis verbracht habt, ist es Euch immer noch nicht gelungen, eine Verbindung zu Ashamane herzustellen. Es scheint, als hätte die wilde Gottheit beschlossen, Euch zu ignorieren.;;;;;;;;;;;x
EVTOPTA_WCSAD.94;I should just give up and try again in a few years.;Je devrais abandonner et réessayer dans quelques années.;Ich sollte einfach aufgeben und es in ein paar Jahren noch einmal versuchen.;;;;;;;;;;;x
EVTDESC_WCSAD.95;You have decided to try to gain Aviana's blessing. The Mistress of the Mother Tree died during the War of the Ancients but her spirit lives on in the Emerald Dream. By departing on a spiritual journey to the wilds you may be able to communicate with her spirit and gain her blessing.;Vous avez décidé d'essayer d'obtenir la bénédiction d'Aviana. La Mère de la Volée est morte pendant la guerre des Anciens mais son esprit vit dans le Rêve d'émeraude. En partant pour un voyage spirituel dans la nature, vous pourrez peut-être communiquer avec son esprit et obtenir sa bénédiction.;Ihr habt beschlossen zu versuchen, Avianas Segen zu erlangen. Die Herrin des Mutterbaums starb während des Krieges der Ahnen, aber ihr Geist lebt im smaragdgrünen Traum weiter. Wenn Ihr Euch auf eine spirituelle Reise in die Wildnis begebt, könnt Ihr vielleicht mit ihrem Geist kommunizieren und ihren Segen erlangen.;;;;;;;;;;;x
EVTOPTA_WCSAD.95;I will depart immediately.;Je vais partir immédiatement.;Ich werde mich umgehend auf den Weg machen.;;;;;;;;;;;x
EVTDESC_WCSAD.96;After spending weeks living among different birds of prey in the wilds you feel attuned with their way of life. After one of the hunts, a large transparent harpy appears before you. You instantly realise it's Aviana. She praises your dedication and bestows her blessing upon you. She then vanishes leaving you with your newfound strength.;Après avoir passé des semaines à vivre parmi différents oiseaux dans la nature, vous vous sentez en harmonie avec leur mode de vie. Après une des chasses, une grande harpie transparente apparaît devant vous. Vous réalisez instantanément qu'il s'agit d'Aviana. Elle loue votre dévouement et vous accorde sa bénédiction. Elle disparaît ensuite, vous laissant avec votre force retrouvée.;Nachdem Ihr wochenlang zwischen den Greifvögeln in der Wildnis gelebt habt, fühlt Ihr Euch auf ihre Lebensweise eingestimmt. Nach einer der Jagden erscheint eine große durchscheinende Harpyie vor Euch. Ihr erkennt sofort, dass es sich um Aviana handelt. Sie lobt Eure Hingabe und schenkt Euch ihren Segen. Sie verschwindet dann und lässt Euch mit neu gefundener Kraft zurück.;;;;;;;;;;;x
EVTDESC_WCSAD.97;Despite spending weeks in the wilds you have still failed to create any connection with Aviana. It seems like the Wild God has decided to ignore you.;Bien que vous ayez passé des semaines dans la nature, vous n'avez toujours pas réussi à créer un lien avec Aviana. Il semble que la Déesse sauvage ait décidé de vous ignorer.;Obwohl Ihr Wochen in der Wildnis verbracht habt, ist es Euch immer noch nicht gelungen, eine Verbindung zu Aviana herzustellen. Es scheint, als hätte die wilde Gottheit beschlossen, Euch zu ignorieren.;;;;;;;;;;;x
EVTOPTA_WCSAD.97;I should just give up and try again in a few years.;Je devrais abandonner et réessayer dans quelques années.;Ich sollte einfach aufgeben und es in ein paar Jahren noch einmal versuchen.;;;;;;;;;;;x
EVTDESC_WCSAD.100;You have decided to try and gain Ursoc's blessing. The Bear Lord died during the War of the Ancients but his spirit lives on in the Emerald Dream. By departing on a spiritual journey to the wilds you may be able to communicate with his spirit and gain his blessing.;Vous avez décidé d'essayer d'obtenir la bénédiction d'Ursoc. Le dieu Ours est mort pendant la guerre des Anciens mais son esprit vit dans le Rêve d'émeraude. En partant pour un voyage spirituel dans la nature, vous pourrez peut-être communiquer avec son esprit et obtenir sa bénédiction.;Ihr habt beschlossen zu versuchen, Ursocs Segen zu erlangen. Der Herr der Bären starb während des Krieges der Ahnen, aber sein Geist lebt im smaragdgrünen Traum weiter. Wenn Ihr Euch auf eine spirituelle Reise in die Wildnis begebt, könnt Ihr vielleicht mit seinem Geist kommunizieren und seinen Segen erlangen.;;;;;;;;;;;x
EVTOPTA_WCSAD.100;I will depart immediately.;Je vais partir immédiatement.;Ich werde mich umgehend auf den Weg machen.;;;;;;;;;;;x
EVTDESC_WCSAD.101;After spending weeks living among the bears in the wilds you feel attuned with their way of life. After one of the hunts, a large transparent bear appears before you. You instantly realise it's Ursoc. He praises your dedication and bestows his blessing upon you. He then vanishes leaving you with your newfound strength.;Après avoir passé des semaines à vivre parmi les ours dans la nature, vous vous sentez en harmonie avec leur mode de vie. Après l'une des chasses, un grand ours transparent apparaît devant vous. Vous réalisez instantanément qu'il s'agit d'Ursoc. Il loue votre dévouement et vous accorde sa bénédiction. Il disparaît ensuite, vous laissant avec votre force retrouvée.;Nachdem Ihr wochenlang zwischen den Bären in der Wildnis gelebt habt, fühlt Ihr Euch auf ihre Lebensweise eingestimmt. Nach einer der Jagden erscheint ein großer durchscheinender Bär vor Euch. Ihr erkennt sofort, dass es sich um Ursoc handelt. Er lobt Eure Hingabe und schenkt Euch seinen Segen. Er verschwindet dann und lässt Euch mit neu gefundener Kraft zurück.;;;;;;;;;;;x
EVTDESC_WCSAD.102;Despite spending weeks in the wilds you have still failed to create any connection with Ursoc. It seems like the Wild God has decided to ignore you.;Bien que vous ayez passé des semaines dans la nature, vous n'avez toujours pas réussi à créer un lien avec Ursoc. Il semble que le Dieu sauvage ait décidé de vous ignorer.;Obwohl Ihr Wochen in der Wildnis verbracht habt, ist es Euch immer noch nicht gelungen, eine Verbindung zu Ursoc herzustellen. Es scheint, als hätte die wilde Gottheit beschlossen, Euch zu ignorieren.;;;;;;;;;;;x
EVTOPTA_WCSAD.102;I should just give up and try again in few years.;Je devrais abandonner et réessayer dans quelques années.;Ich sollte einfach aufgeben und es in ein paar Jahren noch einmal versuchen.;;;;;;;;;;;x
EVTDESC_WCSAD.105;You have decided to try and gain Goldrinn's blessing. The Great Wolf died during the War of the Ancients but his spirit lives on in the Emerald Dream. By departing on a spiritual journey to the wilds you may be able to communicate with his spirit and gain his blessing.;Vous avez décidé d'essayer de gagner la bénédiction de Goldrinn. Le Grand loup est mort pendant la guerre des Anciens mais son esprit vit dans le Rêve d'émeraude. En partant pour un voyage spirituel dans la nature, vous pourrez peut-être communiquer avec son esprit et obtenir sa bénédiction.;Ihr habt beschlossen zu versuchen, Goldrinns Segen zu erlangen. Der große Wolf starb während des Krieges der Ahnen, aber sein Geist lebt im smaragdgrünen Traum weiter. Wenn Ihr Euch auf eine spirituelle Reise in die Wildnis begebt, könnt Ihr vielleicht mit seinem Geist kommunizieren und seinen Segen erlangen.;;;;;;;;;;;x
EVTOPTA_WCSAD.105;I will depart immediately.;Je vais partir immédiatement.;Ich werde mich umgehend auf den Weg machen.;;;;;;;;;;;x
EVTDESC_WCSAD.106;After spending weeks living among the wolves in the wilds you feel attuned with their way of life. After one of the hunts, a large transparent wolf appears before you. You instantly realise it's Goldrinn. He praises your dedication and bestows his blessing upon you. He then vanishes leaving you with your newfound strength.;Après avoir passé des semaines à vivre parmi les loups dans la nature, vous vous sentez en harmonie avec leur mode de vie. Après une des chasses, un grand loup transparent apparaît devant vous. Vous réalisez instantanément qu'il s'agit de Goldrinn. Il loue votre dévouement et vous accorde sa bénédiction. Il disparaît ensuite, vous laissant avec votre force retrouvée.;Nachdem Ihr wochenlang zwischen den Wölfen in der Wildnis gelebt habt, fühlt Ihr Euch auf ihre Lebensweise eingestimmt. Nach einer der Jagden erscheint ein großer durchscheinender Wolf vor Euch. Ihr erkennt sofort, dass es sich um Goldrinn handelt. Er lobt Eure Hingabe und schenkt Euch seinen Segen. Er verschwindet dann und lässt Euch mit neu gefundener Kraft zurück.;;;;;;;;;;;x
EVTDESC_WCSAD.107;Despite spending weeks in the wilds you have still failed to create any connection with Goldrinn. It seems like the Wild God has decided to ignore you.;Bien que vous ayez passé des semaines dans la nature, vous n'avez toujours pas réussi à créer un lien avec Goldrinn. Il semble que le Dieu sauvage ait décidé de vous ignorer.;Obwohl Ihr Wochen in der Wildnis verbracht habt, ist es Euch immer noch nicht gelungen, eine Verbindung zu Goldrinn herzustellen. Es scheint, als hätte die wilde Gottheit beschlossen, Euch zu ignorieren.;;;;;;;;;;;x
EVTOPTA_WCSAD.107;I should just give up and try again in a few years.;Je devrais abandonner et réessayer dans quelques années.;Ich sollte einfach aufgeben und es in ein paar Jahren noch einmal versuchen.;;;;;;;;;;;x
EVTDESC_WCSAD.110;You have decided to try to gain Malorne's blessing. The White Stag died during the War of the Ancients but his spirit lives on in the Emerald Dream. By departing on a spiritual journey to the wilds you may be able to communicate with his spirit and gain his blessing.;Vous avez décidé d'essayer d'obtenir la bénédiction de Malorne. Le Cerf blanc est mort pendant la guerre des Anciens mais son esprit vit dans le Rêve d'émeraude. En partant pour un voyage spirituel dans la nature, vous pourrez peut-être communiquer avec son esprit et obtenir sa bénédiction.;Ihr habt beschlossen zu versuchen, Malornes Segen zu erlangen. Der weiße Hirsch starb während des Krieges der Ahnen, aber sein Geist lebt im smaragdgrünen Traum weiter. Wenn Ihr Euch auf eine spirituelle Reise in die Wildnis begebt, könnt Ihr vielleicht mit seinem Geist kommunizieren und seinen Segen erlangen.;;;;;;;;;;;x
EVTOPTA_WCSAD.110;I will depart immediately.;Je vais partir immédiatement.;Ich werde mich umgehend auf den Weg machen.;;;;;;;;;;;x
EVTDESC_WCSAD.111;After spending weeks living among the deer in the wilds you feel attuned with their way of life. One day a large transparent stag appears before you. You instantly realise it's Malorne. He praises your dedication and bestows his blessing upon you. He then vanishes leaving you with your newfound strength.;Après avoir passé des semaines à vivre parmi les cerfs dans la nature, vous vous sentez en harmonie avec leur mode de vie. Un jour, un grand cerf transparent apparaît devant vous. Vous réalisez instantanément qu'il s'agit de Malorne. Il loue votre dévouement et vous accorde sa bénédiction. Il disparaît alors, vous laissant avec votre force retrouvée.;Nachdem Ihr wochenlang unter den Hirschen in der Wildnis gelebt habt, fühlt Ihr Euch auf ihre Lebensweise eingestimmt. Eines Tages erscheint ein großer durchscheinender Hirsch vor Euch. Ihr erkennt sofort, dass es sich um Malorne handelt. Er lobt Eure Hingabe und schenkt Euch seinen Segen. Er verschwindet dann und lässt Euch mit neu gefundener Kraft zurück.;;;;;;;;;;;x
EVTDESC_WCSAD.112;Despite spending weeks in the wilds you have still failed to create any connection with Malorne. It seems like the Wild God has decided to ignore you.;Bien que vous ayez passé des semaines dans la nature, vous n'avez toujours pas réussi à créer un lien avec Malorne. Il semble que le Dieu sauvage ait décidé de vous ignorer.;Obwohl Ihr Wochen in der Wildnis verbracht habt, ist es Euch immer noch nicht gelungen, eine Verbindung zu Malorne herzustellen. Es scheint, als hätte die wilde Gottheit beschlossen, Euch zu ignorieren.;;;;;;;;;;;x
EVTOPTA_WCSAD.112;I should just give up and try again in a few years.;Je devrais abandonner et réessayer dans quelques années.;Ich sollte einfach aufgeben und es in ein paar Jahren noch einmal versuchen.;;;;;;;;;;;x
EVTDESC_WCSAD.120;You've been restless for the whole day, eagerly awaiting the dusk. At last the moment has come, you let out a powerful howl before running off into the wilds.;Vous avez été nerveux toute la journée, attendant avec impatience le crépuscule. Le moment est enfin venu, vous laissez échapper un puissant hurlement avant de vous enfuir dans la nature.;Ihr wart den ganzen Tag über unruhig und habt mit Spannung die Dämmerung erwartet. Endlich ist der Moment gekommen, in dem Ihr ein kraftvolles Heulen loslasst, bevor Ihr in die Wildnis davonlauft.;;;;;;;;;;;x
EVTOPTA_WCSAD.120;The hunt begins.;La chasse commence.;Die Jagd beginnt.;;;;;;;;;;;x
EVTDESC_WCSAD.121;After hunting for some time you have finally picked up a scent. You follow it to large swath of bushes. Your prey finnaly realises your presence and leaps out of thicket trying to escape.;Après un certain temps de chasse, vous aviez enfin trouvé une odeur. Vous le suivez jusqu'à une large bande de buissons. Votre proie se rend compte de votre présence et saute hors des fourrés pour tenter de s'échapper.;Nach einiger Zeit auf der Jagd habt Ihr schließlich eine Fährte aufgenommen. Ihr folgt ihm bis zu einem großen Buschwerk. Eure Beute bemerkt schließlich Eure Anwesenheit und springt aus dem Dickicht, um zu entkommen.;;;;;;;;;;;x
EVTOPTA_WCSAD.121;It is a nimble deer!;C'est un chevreuil agile !;Es ist ein flinkes Reh!;;;;;;;;;;;x
EVTOPTB_WCSAD.121;It is a majestic stag!;C'est un cerf majestueux !;Es ist ein majestätischer Hirsch!;;;;;;;;;;;x
EVTOPTC_WCSAD.121;It is a huge bear!;C'est un ours énorme !;Es ist ein riesiger Bär!;;;;;;;;;;;x
EVTOPTD_WCSAD.121;It is a pathetic sheep?!;C'est un mouton pathétique !;Es ist ein jämmerliches Schaf?!;;;;;;;;;;;x
EVTDESC_WCSAD.122;You run after the deer, trying to catch your prey. It is agile but no match for your speed. After a few dozen seconds you finally catch up to it and plunge your fangs into its neck.;Vous courez après le chevreuil en essayant de l'attraper. Il est rapide, mais pas à votre hauteur. Après quelques dizaines de secondes, vous le rattrapez enfin et lui enfoncez vos crocs dans le cou.;Ihr jagt dem Reh hinterher und versucht, Eure Beute zu fangen. Es ist schnell, aber kein Vergleich zu Eurer Geschwindigkeit. Nach wenigen Augenblicken holt Ihr es schließlich ein und schlagt Eure Reißzähne in seinen Hals.;;;;;;;;;;;x
EVTOPTA_WCSAD.122;OWOOOOOOOOOO!;AOOOOOUUUUUH !;AUUUUUUUU!;;;;;;;;;;;x
EVTDESC_WCSAD.123;You run after the stag, trying to catch your prey. Suddenly it turns around and starts charging at you. You barely dodge and grab it by the neck. The beast tries to fight but after a few seconds of struggling you snap its neck, nearly tearing its head from the rest of the body.;Vous courez après le cerf en essayant de l'attraper. Soudain, il se retourne et commence à vous charger. Vous l'esquivez à peine et l'attrapez par le cou. La bête essaie de se battre, mais après quelques secondes de lutte, vous lui brisez le cou, lui arrachant presque la tête du reste du corps.;Ihr jagt dem Hirsch hinterher und versucht, Eure Beute zu fangen. Plötzlich wendet er und stürmt auf Euch zu. Ihr weicht nur knapp aus und packt es im Nacken. Das Tier versucht zu kämpfen, aber nach ein paar Sekunden des Kampfes brecht Ihr ihm das Genick und reißt ihm fast den Kopf vom Rest des Körpers.;;;;;;;;;;;x
EVTOPTA_WCSAD.123;OWOOOOOOOOOO!;AOOOOOUUUUUH !;AUUUUUUUU!;;;;;;;;;;;x
EVTDESC_WCSAD.124;You run after the bear, trying to catch your prey. After a few seconds the beast realises that it will not escape and instead tries to fight. It stand up on its hind legs and attacks you with its claws. After a long and bloody fight, the mighty beast finally falls before you. You pick it up with your monstrous strength and release a powerful howl.;Vous courez après l'ours en essayant de l'attraper. Au bout de quelques secondes, la bête se rend compte qu'elle ne s'échappera pas et tente plutôt de se battre. Elle se tient debout sur ses pattes arrière et vous attaque avec ses griffes. Après un long et sanglant combat, la puissante bête finit par tomber devant vous. Vous la ramassez avec votre force monstrueuse et vous émettez un puissant hurlement.;Ihr jagt dem Bären hinterher und versucht, Eure Beute zu fangen. Nach ein paar Sekunden erkennt der Bär, dass er nicht entkommen wird und versucht stattdessen zu kämpfen. Er stellt sich auf seine Hinterbeine und greift Euch mit seinen Krallen an. Nach einem langen und blutigen Kampf fällt das mächtige Tier schließlich vor Euch zu Boden. Ihr hebt es mit eurer monströsen Kraft auf und lasst ein mächtiges Heulen los.;;;;;;;;;;;x
EVTOPTA_WCSAD.124;OWOOOOOOOOOO!;AOOOOOUUUUUH !;AUUUUUUUU!;;;;;;;;;;;x
EVTDESC_WCSAD.125;You quickly catch the sheep and shred it to pieces. It is a miserable prey, unworthy of your hunting skills.;Vous attrapez rapidement le mouton et le déchiquetez. C'est une proie misérable indigne de vos talents de chasseur.;Ihr fangt das Schaf schnell und zerfetzt es. Es ist eine miserable Beute, die Eurer Jagdfähigkeit nicht würdig ist.;;;;;;;;;;;x
EVTOPTA_WCSAD.125;Pathetic.;Pathétique.;Armselig.;;;;;;;;;;;x
EVTDESC_WCSAD.130;The harvest-witches are known for their nature magic, but they're also powerful alchemists. What type of potion would you ask the harvest-witch to make?;Les sorcières des moissons sont connues pour leur magie naturelle, mais ce sont aussi de puissants alchimistes. Quel type de potion demanderiez-vous à la sorcière des moissons de préparer ?;Die Erntehexen sind bekannt für ihre Naturmagie, aber sie sind auch mächtige Alchemisten. Um welche Art von Trank wollt Ihr die Erntehexen bitten?;;;;;;;;;;;x
EVTOPTA_WCSAD.130;I want to be more persuasive.;Je veux être plus persuasif.;Ich möchte überzeugender sein.;;;;;;;;;;;x
EVTOPTB_WCSAD.130;I want to be stronger.;Je veux être plus fort.;Ich will stärker sein.;;;;;;;;;;;x
EVTOPTC_WCSAD.130;I want to be thriftier.;Je veux être plus économe.;Ich will wirtschaftlicher sein.;;;;;;;;;;;x
EVTOPTD_WCSAD.130;More.;Plus.;Mehr.;;;;;;;;;;;x
EVTDESC_WCSAD.131;The harvest_witches are known for their nature magic, but they're also a powerful alchemists. What type of potion would you ask the harvest-witch to make?;Les sorcières des moissons sont connues pour leur magie naturelle, mais ce sont aussi de puissants alchimistes. Quel type de potion demanderiez-vous à la sorcière des moissons de préparer ?;Die Erntehexen sind bekannt für ihre Naturmagie, aber sie sind auch mächtige Alchemisten. Um welche Art von Trank wollt Ihr die Erntehexen bitten?;;;;;;;;;;;x
EVTOPTA_WCSAD.131;I want to be more cunning.;Je veux être plus rusé.;Ich will gerissener sein.;;;;;;;;;;;x
EVTOPTB_WCSAD.131;I want to be wiser.;Je veux être plus sage.;Ich will klüger sein.;;;;;;;;;;;x
EVTOPTC_WCSAD.131;More.;Plus.;Mehr.;;;;;;;;;;;x
EVTDESC_WCSAD.132;After a few days a harvest-witch arrives at your court with the elixir. She presents it to you and assures you of its effects and that it is safe.;Après quelques jours, une sorcière des moissons arrive à votre court avec l'élixir. Elle vous le présente et vous assure de ses effets et de son innocuité.;Nach ein paar Tagen kommt eine Erntehexe mit dem Elixier an Euren Hof. Sie präsentiert es Euch und versichert, dass es seine Wirkung hat und dass es sicher ist.;;;;;;;;;;;x
EVTOPTA_WCSAD.132;I feel like I could convince Sargeras to stop the Burning Crusade.;J'ai l'impression que je pourrais convaincre Sargeras d'arrêter sa Croisade ardente.;Ich fühle mich, als könnte ich Sargeras davon überzeugen, den brennenden Kreuzzug zu stoppen.;;;;;;;;;;;x
EVTOPTB_WCSAD.132;I feel like I could wrestle with Deathwing.;J'ai l'impression que je pourrais lutter contre Aile de mort.;Ich fühle mich, als könnte ich mit Todesschwinge ringen.;;;;;;;;;;;x
EVTOPTC_WCSAD.132;I feel like I could scam Gallywix.;J'ai l'impression que je pourrais escroquer Gallywix.;Ich fühle mich, als könnte ich Gallywix betrügen.;;;;;;;;;;;x
EVTOPTD_WCSAD.132;I feel like I could assasinate Garona.;J'ai l'impression que je pourrais assasiner Garona.;Ich fühle mich, als könnte ich mich an Garona anschleichen.;;;;;;;;;;;x
EVTOPTE_WCSAD.132;I feel like I could beat Medivh in chess.;J'ai l'impression que je pourrais battre Medivh aux échecs.;Ich fühle mich, als könnte ich Medivh im Schach schlagen.;;;;;;;;;;;x
EVTDESC_WCCLS.10000;You start your journey to Moonglade, the sacred place of druidism. It is a tradition for young druids to learn the cat form from the Great Cat Spirit who lives there.;Vous commencez votre voyage vers Reflet-de-Lune, le lieu sacré du druidisme. C'est une tradition pour les jeunes druides d'apprendre la forme féline de l'esprit du Grand félin qui y vit.;Ihr beginnt Eure Reise nach Moonglade, dem heiligen Ort des Druidismus. Es ist eine Tradition für junge Druiden, die Katzenform vom Großkatzengeist zu lernen, der dort lebt.;;;;;;;;;;;x
EVTOPTA_WCCLS.10000;I shall depart immediately.;Je pars immédiatement.;Ich werde mich unverzüglich auf den Weg machen.;;;;;;;;;;;x
EVTDESC_WCCLS.10001;After a long journey you have arrived in Moonglade. The beauty of this place is breathtaking and the serenity of Lake Elune'ara makes you feel at home here. For a moment you alomost forget why you're here.;Après un long voyage, vous êtes arrivés à Reflet-de-Lune. La beauté de cet endroit est à couper le souffle et la sérénité du lac Elune'ara vous fait vous sentir chez vous ici. Pendant un instant, vous oubliez presque pourquoi vous êtes ici.;Nach einer langen Reise seid Ihr in Moonglade angekommen. Die Schönheit dieses Ortes ist atemberaubend und die Ruhe des Elune'ara-Sees lässt Euch hier wie zu Hause fühlen. Für einen Moment vergesst Ihr beinahe, warum lhr hier seid.;;;;;;;;;;;x
EVTOPTA_WCCLS.10001;I shall seek out the Great Cat Spirit.;Je vais chercher l'esprit du Grand félin.;Ich werde den großen Katzengeist suchen.;;;;;;;;;;;x
EVTDESC_WCCLS.10002;After a few hours of searching the wilds you notice a large transparent panther near the lake.;Après quelques heures de recherche dans la nature, vous remarquez une grande panthère transparente près du lac.;Nach einigen Stunden der Suche in der Wildnis bemerkt Ihr einen großen durchscheinenden Panther in der Nähe des Sees.;;;;;;;;;;;x
EVTOPTA_WCCLS.10002;I should try to approach him.;Je devrais essayer de l'approcher.;Ich sollte versuchen, ihn anzusprechen.;;;;;;;;;;;x
EVTDESC_WCCLS.10003;The cat spirit looks upon you with a calm and peaceful gaze, You hear a voice speak to you as though it was coming from the cat, but the creature makes no indication that it is speaking. "Greetings, my young friend. If you have come to me seeking guidance, then perhaps I can help you find what you seek.";L'esprit félin vous regarde de manière calme et paisible, Vous entendez une voix qui vous parle comme si elle venait du félin, mais la créature n'indique en rien qu'elle parle. « Salutations, mon jeune ami. Si tu es venu me voir pour me demander conseil, je peux peut-être t'aider à trouver ce que tu cherches. »;Der Katzengeist schaut Euch mit einem ruhigen und friedvollen Blick an, Ihr hört eine Stimme zu Euch sprechen, als käme sie von der Katze, aber die Kreatur gibt keinen Hinweis darauf, dass sie spricht. „Sei gegrüßt, mein junger Freund. Wenn du zu mir gekommen bist, um mich um Rat zu bitten, dann kann ich dir vielleicht helfen, das zu finden, was du suchst.“;;;;;;;;;;;x
EVTOPTA_WCCLS.10003;What do you represent, spirit?;Que représentez-vous, esprit ?;Was stellt Ihr dar, Geist?;;;;;;;;;;;x
