EVTOPTA_wcduel_131_case_01;Use a melee attack.;;Geht in den Nahkampf über.;;;;;;;;;;;x
EVTOPTA_wcduel_131_case_01_tooltip;On this turn you can physically damage your enemy.;;In diesem Zug fügt Ihr Eurem Gegner physischen Schaden zu.;;;;;;;;;;;x
EVTOPTA_wcduel_131_case_02;Use magic against your enemy.;;Benutzt einen Zauberspruch gegen Euren Feind.;;;;;;;;;;;x
EVTOPTA_wcduel_131_case_02_tooltip;On this turn you choose to use magic against your enemy.;;In diesem Zug fügt Ihr Eurem Gegner magischen Schaden zu.;;;;;;;;;;;x
EVTOPTA_wcduel_131_case_03;Fire.;;Feuer frei.;;;;;;;;;;;x
EVTOPTB_wcduel_131_case_01;Swing for a powerful blow!;;Schlagt zu!;;;;;;;;;;;x
EVTOPTB_wcduel_131_case_01_tooltip;On this turn you physically damage your enemy. Doing so changes your §G[Root.duel_phy_att.GetName]§! by §G50%§!, §R[Root.duel_phy_def.GetName]§! and §R[Root.duel_mag_def.GetName]§! by §R-25%§!.;;In diesem Zug fügt Ihr dem Gegner physischen Schaden zu. Auf diese Weise erhöht Ihr Euren §G[Root.duel_phy_att.GetName]!§ um §G50%§! und verringert Eure §R[Root.duel_phy_def.GetName]!§ und §R[Root.duel_mag_def.GetName]!§ um §R-25%!§.;;;;;;;;;;;x
EVTOPTB_wcduel_131_case_02;Cast a powerful spell to use against the enemy.;;Wirkt einen mächtigen Zauberspruch gegen Euren Feind.;;;;;;;;;;;x
EVTOPTB_wcduel_131_case_02_tooltip;On this turn, your magic damages the enemy. Doing so changes your §G[Root.duel_mag_att.GetName]§! by §G50%§!, §R[Root.duel_phy_def.GetName]§! and §R[Root.duel_mag_def.GetName]§! by §R-25%§!.;;In diesem Zug fügt Ihr Eurem Gegner magischen Schaden zu. Ihr erhöht dabei Euren §G[Root.duel_mag_att.GetName]!§ um §G50%!§ und verringert Eure §R[Root.duel_phy_def.GetName]!§ und §R[Root.duel_mag_def.GetName]!§ um §R-25%!§.;;;;;;;;;;;x
EVTOPTB_wcduel_131_case_03;Aim and shoot.;;Zielen und schießen.;;;;;;;;;;;x
EVTOPTD_wcduel_131;Try something else.;;Etwas anderes versuchen.;;;;;;;;;;;x
EVTOPTD_wcduel_131_tooltip;Go back a menu.;;Bringt Euch zur Auswahl der Aktionen zurück.;;;;;;;;;;;x
EVTOPTA_wcduel_132_case_01;Block.;;Blocken.;;;;;;;;;;;x
EVTOPTA_wcduel_132_case_01_tooltip;On this turn you do NOT damage the enemy. Doing so on this turn, and the next, changes your §G[Root.duel_phy_def.GetName]§! and §G[Root.duel_mag_def.GetName]§! by §G50%§!, §R[Root.duel_phy_att.GetName]§! and §R[Root.duel_mag_att.GetName]§! by §R-50%§!.;;In dieser Runde fügt Ihr dem Feind keinen Schaden zu. In dieser und der nächsten Runde erhöht Ihr Eure §G[Root.duel_phy_def.GetName]!§ und §G[Root.duel_mag_def.GetName]!§ um §G50%!§, während §R[Root.duel_phy_att.GetName]!§ und §R[Root.duel_mag_att.GetName]!§ um §R-50%!§ verringert werden.;;;;;;;;;;;x
EVTOPTB_wcduel_132_case_01;Dodge.;;Ausweichen.;;;;;;;;;;;x
EVTOPTB_wcduel_132_case_01_tooltip;On this turn you do NOT damage the enemy. Doing so on this turn, and the next, changes your §G[Root.duel_phy_def.GetName]§! and §G[Root.duel_mag_def.GetName]§! by §G25%§!, §R[Root.duel_phy_att.GetName]§! and §R[Root.duel_mag_att.GetName]§! by §R-25%§!.;;In dieser Runde fügt Ihr dem Feind keinen Schaden zu. Während dieser und der nächsten beiden Runden erhöht Ihr Eure §G[Root.duel_phy_def.GetName]!§ und §G[Root.duel_mag_def.GetName]!§ um §G25%!§, während Ihr Eure §R[Root.duel_phy_att.GetName]!§ und §R[Root.duel_mag_att.GetName]!§ um §R-25%!§ verringert.;;;;;;;;;;;x
EVTOPTA_wcduel_134;Escape.;;Flüchten.;;;;;;;;;;;x
EVTOPTA_wcduel_134_tooltip_1;\nYou escape from the enemy;;\nIhr flieht vor Eurem Gegner.;;;;;;;;;;;x
EVTOPTA_wcduel_134_tooltip_2;\nYou don't escape from the enemy;;\nIhr schafft es nicht, Eurem Gegner zu entkommen.;;;;;;;;;;;x
EVTOPTB_wcduel_134;Surrender.;;Aufgeben.;;;;;;;;;;;x
EVTOPTB_wcduel_134_tooltip;You lose the duel.;;Ihr verliert das Duell.;;;;;;;;;;;x
EVTOPTC_wcduel_134;Reach an agreement.;;Ich stimme zu.;;;;;;;;;;;x
EVTOPTC_wcduel_134_tooltip;You ask the enemy to part peacefully, with no blood spilled.;;Ihr schlagt Eurem Gegner ein Unentschieden vor, um weiteres Blutvergießen zu vermeiden.;;;;;;;;;;;x
EVTDESC_wcduel_800_case01;[target_duel_enemy.GetFirstName] loses to you in battle, and the lifeless body of [target_duel_enemy.GetHersHis] lies beside you.;;[target_duel_enemy.GetFirstName] verliert gegen Euch im Zweikampf, [target_duel_enemy.GetHerHis] lebloser Körper liegt nun im Sand.;;;;;;;;;;;x
EVTOPTA_wcduel_800;I'm done with [target_duel_enemy.GetHerHim].;;Ich bin fertig mit [target_duel_enemy.Getihmihr].;;;;;;;;;;;x
EVTOPTB_wcduel_800;Try a piece.;;Probiert ein Stück.;;;;;;;;;;;x
EVTOPTD_wcduel_800;There must always be a Lich King…;;Es muss immer einen Lichkönig geben...;;;;;;;;;;;x
EVTDESC_wcduel_801_case01;[target_duel_enemy.GetFirstName] lost to you in battle and you can decide the fate of [target_duel_enemy.GetHersHis].;;[target_duel_enemy.GetFirstName] hat gegen Euch im Kampf verloren und nun dürft Ihr über [target_duel_enemy.GetHerHis] Schicksal entscheiden.;;;;;;;;;;;x
EVTDESC_wcduel_801_case03;[target_duel_enemy.GetFirstName] gives up and asks you for mercy.;;[target_duel_enemy.GetFirstName] gibt auf und ersucht Euch um Gnade.;;;;;;;;;;;x
EVTOPTA_wcduel_801;I will spare your life.;Je vais épargner ta vie.;Ich werde Euch verschonen.;;;;;;;;;;;x
EVTOPTB_wcduel_801;Die!;Meurs !;Sterbt!;;;;;;;;;;;x
EVTOPTC_wcduel_801;;;;;;;;;;;;;;x
EVTDESC_wcduel_802;You lost the duel, but fortunately the enemy spared your life.;;Ihr habt das Duell verloren, aber glücklicherweise lässt Euch Euer Gegner am Leben.;;;;;;;;;;;x
EVTOPTA_wcduel_802;How could this happen?;;Wie konnte das passieren?;;;;;;;;;;;x
EVTDESC_wcduel_810;You could flee in terror, but your companions would speak ill of you.;;Ihr seid in Panik davon gerannt, aber es machen bereits Gerüchte über Eure Feigheit die Runde.;;;;;;;;;;;x
EVTDESC_wcduel_811;You try to escape, but fail as the enemy is quick on his feet!;;Ihr versucht, davonzulaufen, aber Euer Gegner ist zu schnell.;;;;;;;;;;;x
EVTDESC_wcduel_812;The fight is over. Your opponent ran away like a coward and you can consider yourself the winner.;;Der Kampf ist vorbei. Euer Gegner ist davon gelaufen wie der Feigling, der er ist. Ihr habt gewonnen.;;;;;;;;;;;x
EVTOPTA_wcduel_812;Coward!;Lâche !;Feigling!;;;;;;;;;;;x
EVTDESC_wcduel_820;[From.GetFirstName] does not want to fight you, and asks to peacefully end this fight without any bloodshed.;;[From.GetFirstName] will nicht gegen Euch kämpfen und bittet darum, diese Fehde ohne Blutvergießen zu beenden.;;;;;;;;;;;x
EVTOPTA_wcduel_820;There is no reason to continue fighting.;;Es gibt keinen Grund mehr, weiterzukämpfen.;;;;;;;;;;;x
EVTOPTA_wcduel_820_tooltip;No, we will finish this!;;Nein, wir werden diese Sache hier und jetzt regeln!;;;;;;;;;;;x
EVTOPTB_wcduel_820;Oh no, we will continue to fight.;;Oh nein, wir werden weiterkämpfen!;;;;;;;;;;;x
EVTOPTB_wcduel_820_tooltip;You resume fighting.;;Ihr kämpft weiter.;;;;;;;;;;;x
EVTTITLE_WCSDW_202;The Second War;La Seconde Guerre;Der zweite Krieg;;;;;;;;;;;x
EVTDESC_WCSDW_202;The Horde continues its march. This time, it seeks to conquer the Alliance. This war will be one of the most ambitious that has ever taken place in Azeroth, and its outcome will radically change the world as you know it.;;Die Horde setzt ihren Marsch fort. Dieses Mal wollen sie die ganze Allianz unterwerfen. Dieser Krieg wird einer der anspruchsvollsten sein, der jemals in Azeroth stattgefunden haben, und sein Ergebnis wird das Machtgleichgewicht in der Welt radikal verändern.;;;;;;;;;;;x
EVTOPTA_WCSDW_202_case_02;For glory and honour!;Pour l'honneur, et la gloire !;Für Ruhm und Ehre!;;;;;;;;;;;x
EVTOPTA_WCSDW_202_case_03;It does not concern us.;Cela ne nous concerne pas.;Das betrifft uns nicht.;;;;;;;;;;;x
EVTTITLE_WCSDW_203;The Horde Has Won the Second War;La Horde remporte la Seconde Guerre;Die Horde hat den zweiten Krieg gewonnen.;;;;;;;;;;;x
EVTTITLE_WCSDW_204;The Alliance won the Second War;L'Alliance remporte la Seconde guerre;Die Allianz hat den zweiten Krieg gewonnen.;;;;;;;;;;;x
EVTDESC_WCSDW_204;The Alliance crushed the Horde forces;;Die Allianz hat die Armeen der Horde vernichtet.;;;;;;;;;;;x
EVTOPTA_WCSDW_204_case_01;We lost!;;Wir haben verloren.;;;;;;;;;;;x
EVTOPTA_WCSDW_204_case_02;Victory!;Victoire !;Sieg!;;;;;;;;;;;x
