#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#Maintained by DukeJeans;;;;;;;;;;;;;;x
wc_azer_legionary2;Legionary Tent City;;;;;;;;;;;;;x
wc_azer_legionary3;Legionary Fort;;;;;;;;;;;;;x
wc_azer_legionary4;Legionary Barracks;;;;;;;;;;;;;x
wc_azer_noblecamp1;Noble's Hut;;;;;;;;;;;;;x
wc_azer_noblecamp2;Noble Fortified Hut;;;;;;;;;;;;;x
wc_azer_noblecamp3;Noble Manor;;;;;;;;;;;;;x
wc_azer_noblecamp4;Noble Estate;;;;;;;;;;;;;x
wc_azer_noblecouncil1;Noble Embassy;;;;;;;;;;;;;x
wc_azer_noblecouncil2;Noble Council;;;;;;;;;;;;;x
wc_azer_noblecouncil3;Noble Chateau;;;;;;;;;;;;;x
wc_azer_noblecouncil4;Noble Summer Palace;;;;;;;;;;;;;x
wc_azer_barracks1_desc;The knights of Stormwind fight with the old blood of Arathor, protecting humankind from Troll and Orc alike. This encampment helps train and recruit new members.;;;;;;;;;;;;;x
wc_azer_barracks2_desc;The knights of Stormwind fight with the old blood of Arathor, protecting humankind from Troll and Orc alike. A barracks where the 7th Legion is stationed and trains.;;;;;;;;;;;;;x
wc_azer_barracks3_desc;The knights of Stormwind fight with the old blood of Arathor, protecting humankind from Troll and Orc alike. A specialized keep not made for nobles, but for commanders and officers made to be a forward base on possible battlefronts.;;;;;;;;;;;;;x
wc_azer_barracks4_desc;The knights of Stormwind fight with the old blood of Arathor, protecting humankind from Troll and Orc alike. A veteran's district and informal pension where legionary families can train new generations for the 7th Legion in relative military luxury.;;;;;;;;;;;;;x
wc_azer_mageguild1_desc;A small civilian quarter of free practicing mages and conjurers which live under the close protection of a Azerothian lord.;;;;;;;;;;;;;x
wc_azer_mageguild2_desc;Mage Towers were a staple of the great wars and a common sight in Azerothian counties, which hosted powerful individual mages and their apprentices.;;;;;;;;;;;;;x
wc_azer_mageguild3_desc;A guild a local mages joined together to specialize their craft, earn an income together, and perfect their skills.;;;;;;;;;;;;;x
wc_azer_mageguild4_desc;Similar to a magic school, these keeps act like specialized guild halls which help new mages study arcane arts and use them to establish new businesses in nearby cities.;;;;;;;;;;;;;x
wc_azer_militia1_desc;Azerothian Militias are a sizable armed force dedicated to defending their lands and patrolling for danger. Holdouts are more akin to distant makeshift family halls where younger militias are armed and organized.;;;;;;;;;;;;;x
wc_azer_militia2_desc;Azerothian Militias are a sizable armed force dedicated to defending their lands and patrolling for danger. Halls are located in town halls or urban centers, which help recruit and organize the Militias.;;;;;;;;;;;;;x
wc_azer_militia3_desc;Azerothian Militias are a sizable armed force dedicated to defending their lands and patrolling for danger. Militia Towers are taken over outlying towers which have been abandoned, but rearmed and used as a headquarters by the Militias.;;;;;;;;;;;;;x
wc_azer_militia4_desc;Azerothian Militias are a sizable armed force dedicated to defending their lands and patrolling for danger. High ground towers with minor fortifications which acts as barracks, headquarters, and armory for a well organized militia.;;;;;;;;;;;;;x
wc_azer_wharf1_desc;Azerothian Lighthouses prevent trade ships from crashing into rocky shores and guide ships through fog.;;;;;;;;;;;;;x
wc_azer_wharf2_desc;A local naval garrison which protect the naval port, but also helps with important wharf tasks which speeds along ship building and protection.;;;;;;;;;;;;;x
wc_azer_wharf3_desc;Azerothian noble involvement in the sea trade is a normality, who build and expand upon existing wharfs with new warehouses and shipyards.;;;;;;;;;;;;;x
wc_azer_wharf4_desc;The Royal Marina is a Stormwind invention of massive expansive dockyards supported by various shipyards and trade wharfs, second only to Kul Tiras.;;;;;;;;;;;;;x
wc_azer_macademy1_desc;Bishops are elite religious officials above the station of priest in Azerothian religious hierarchy, and are masters of defensive magic. Offices dedicated to these religious elites helps them administer theological issues with ease.;;;;;;;;;;;;;x
wc_azer_macademy2_desc;Bishops are elite religious officials above the station of priest in Azerothian religious hierarchy, and are masters of defensive magic. Theological library which provides a more modern and useful study of religion, and helps train new acolytes.;;;;;;;;;;;;;x
wc_azer_macademy3_desc;Bishops are elite religious officials above the station of priest in Azerothian religious hierarchy, and are masters of defensive magic. A theological mission which helps prepare new priests and religious warriors under the guidance of bishop support.;;;;;;;;;;;;;x
wc_azer_macademy4_desc;Bishops are elite religious officials above the station of priest in Azerothian religious hierarchy, and are masters of defensive magic. A religious palace which acts as a home for a council of bishops and their priestly covenant.;;;;;;;;;;;;;x
wc_azer_legionary1_desc;Azerothian legions are early armed forces of later renditions, made up of well trained civilian armies which are rigorously trained. This encampment, pitched on high ground, helps train and recruit new members.;;;;;;;;;;;;;x
wc_azer_legionary2_desc;Azerothian legions are early armed forces of later renditions, made up of well trained civilian armies which are rigorously trained. A small palliside surrounding a city of legionary tents.;;;;;;;;;;;;;x
wc_azer_legionary3_desc;Azerothian legions are early armed forces of later renditions, made up of well trained civilian armies which are rigorously trained. A small fortified hilltop complete with towers, which protects a organized encampment of Azerothian legionaries.;;;;;;;;;;;;;x
wc_azer_legionary4_desc;Azerothian legions are early armed forces of later renditions, made up of well trained civilian armies which are rigorously trained. A wooden walled barracks with a stone base, which provides housing and an armory for Azerothian legions.;;;;;;;;;;;;;x
wc_azer_noblecamp1_desc;A well furnished hut fit for minor nobles and their families.;;;;;;;;;;;;;x
wc_azer_noblecamp2_desc;A militarized hut with a noble and family and their militia, which is well paid off.;;;;;;;;;;;;;x
wc_azer_noblecamp3_desc;A well organized manor and fiefdom of a Azerothian noble family and their expanded farmstead.;;;;;;;;;;;;;x
wc_azer_noblecamp4_desc;A rich household of a minor noble family and their personal fiefdom. While technically little more than a overglorified warlord, their loyalty is unquestioned.;;;;;;;;;;;;;x
wc_azer_noblecouncil1_desc;A well furnished internal embassy of a local branch of the republic which caters to families of disenfranchised nobles.;;;;;;;;;;;;;x
wc_azer_noblecouncil2_desc;A council of nobility given trivial titles and powers which grants the illusion of control.;;;;;;;;;;;;;x
wc_azer_noblecouncil3_desc;An extravagent apartment which young nobles come to party and meet with republican families to get drunk and discuss politics.;;;;;;;;;;;;;x
wc_azer_noblecouncil4_desc;An informal palace far in some poetic countryside where nobles gather to party under the watchful eye of the guild and engage in bread and games for the nobility.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
#Lordaeronian;;;;;;;;;;;;;;x
wc_lord_captains1;Captain Fiefdom;;;;;;;;;;;;;x
wc_lord_captains2;Captain School;;;;;;;;;;;;;x
wc_lord_captains3;Captain War Academy;;;;;;;;;;;;;x
wc_lord_captains4;Captain Royal Barracks;;;;;;;;;;;;;x
wc_lord_horses1;Horse Ranch;;;;;;;;;;;;;x
wc_lord_horses2;Warhorse Ranch;;;;;;;;;;;;;x
wc_lord_horses3;Tourney Grounds;;;;;;;;;;;;;x
wc_lord_horses4;Noble Tourney;;;;;;;;;;;;;x
wc_lord_citymuster1;Huntsman Range;;;;;;;;;;;;;x
wc_lord_citymuster2;Huntsman Barracks;;;;;;;;;;;;;x
wc_lord_citymuster3;Huntsman Bestiary;;;;;;;;;;;;;x
wc_lord_citymuster4;Huntsman Armory;;;;;;;;;;;;;x
wc_lord_culture1;Pipe Craftsman;;;;;;;;;;;;;x
wc_lord_culture2;Weapon Merchant;;;;;;;;;;;;;x
wc_lord_culture3;Mailing Guild;;;;;;;;;;;;;x
wc_lord_culture4;Zoo;;;;;;;;;;;;;x
wc_lord_cantonment1;Crusader Quarters;;;;;;;;;;;;;x
wc_lord_cantonment2;Crusader Barracks;;;;;;;;;;;;;x
wc_lord_cantonment3;Crusader Abbey;;;;;;;;;;;;;x
wc_lord_cantonment4;Crusader Keep;;;;;;;;;;;;;x
wc_lord_charger1;Charger Field;;;;;;;;;;;;;x
wc_lord_charger2;Charger Ranch;;;;;;;;;;;;;x
wc_lord_charger3;Charger Stable;;;;;;;;;;;;;x
wc_lord_charger4;Charger Fiefdom;;;;;;;;;;;;;x
wc_lord_tribeshrine1;Local Shrine;;;;;;;;;;;;;x
wc_lord_tribeshrine2;Priestly Mission;;;;;;;;;;;;;x
wc_lord_tribeshrine3;Covered Shrine;;;;;;;;;;;;;x
wc_lord_tribeshrine4;Illuminated Tomb;;;;;;;;;;;;;x
wc_lord_guildchurch1;Guild Shrine;;;;;;;;;;;;;x
wc_lord_guildchurch2;Guild Church;;;;;;;;;;;;;x
wc_lord_guildchurch3;Guild Abbey;;;;;;;;;;;;;x
wc_lord_guildchurch4;Guild Chapel;;;;;;;;;;;;;x
wc_lord_captains1_desc;Lordaeronian and Hillsbrad captains are famed for being well armored, well trained, and their unflinching loyalty. A local noble's fiefdom made up of the family of the captains and a training center for them provided by their family ties.;;;;;;;;;;;;;x
wc_lord_captains2_desc;Lordaeronian and Hillsbrad captains are famed for being well armored, well trained, and their unflinching loyalty. Schools which help train new officers in battlefield tactics and improved base management.;;;;;;;;;;;;;x
wc_lord_captains3_desc;Lordaeronian and Hillsbrad captains are famed for being well armored, well trained, and their unflinching loyalty. An academy dedicated solely to studying new military tactics.;;;;;;;;;;;;;x
wc_lord_captains4_desc;Lordaeronian and Hillsbrad captains are famed for being well armored, well trained, and their unflinching loyalty. A royal barracks where elite royal guards are promoted among captains into a single military elite vanguard.;;;;;;;;;;;;;x
wc_lord_horses1_desc;Lordaeron's horses were famed for their strength and agility, their corrals funded by high nobility.;;;;;;;;;;;;;x
wc_lord_horses2_desc;A ranching complex of royal ranchers who dedicated themselves fully to creating better warhorses for knights and royalty.;;;;;;;;;;;;;x
wc_lord_horses3_desc;A minor local Tournament where mounted Lordaeronian and Hillsbrad men will compete in combat for fame and fortune.;;;;;;;;;;;;;x
wc_lord_horses4_desc;A formal and large scale game ground for knights and nobles to engage in mounted combat for both entertainment and for prestige.;;;;;;;;;;;;;x
wc_lord_citymuster1_desc;Lordaeronian and Hillsbrad huntsmen are an organized unit of war dogs, longbows, and engineers which work well in the forests of Lordaeron's home country. Ranges help the huntsmen perfect their aim, especially at long ranges.;;;;;;;;;;;;;x
wc_lord_citymuster2_desc;Lordaeronian and Hillsbrad huntsmen are an organized unit of war dogs, longbows, and engineers which work well in the forests of Lordaeron's home country. A dedicated barracks where Huntsmen train and house in relative peace.;;;;;;;;;;;;;x
wc_lord_citymuster3_desc;Lordaeronian and Hillsbrad huntsmen are an organized unit of war dogs, longbows, and engineers which work well in the forests of Lordaeron's home country. A more dedicated complex of beast trainers and ranges which perfect the Huntsmen regiments.;;;;;;;;;;;;;x
wc_lord_citymuster4_desc;Lordaeronian and Hillsbrad huntsmen are an organized unit of war dogs, longbows, and engineers which work well in the forests of Lordaeron's home country. A formal barracks and armory which houses various new ranged inventions and gear which creates a better outfit for Huntsmen.;;;;;;;;;;;;;x
wc_lord_culture1_desc;Individuals from Lordaeron and Hillsbrad have a small but powerful love of tobacco and have a thriving pipe industry, helped by specialized pipe craftsmen such as this one.;;;;;;;;;;;;;x
wc_lord_culture2_desc;A private weapon maker who makes maces, guns, and swords for those willing to buy.;;;;;;;;;;;;;x
wc_lord_culture3_desc;A guild of mailers who can deliver messages swiftly and efficiently.;;;;;;;;;;;;;x
wc_lord_culture4_desc;Started in Stratholme, Zoos are public pens where exotic beasts are taken care of for public spectacle and early conservation is considered.;;;;;;;;;;;;;x
wc_lord_cantonment1_desc;Lordaeronian and Hillsbrad crusaders are deeply religious, bordering on zealotry, where churches hold private armies of crusaders ready to pounce at threats and defend church grounds. A small inner barracks of a temple provide lodging and a training ground for these local zealots.;;;;;;;;;;;;;x
wc_lord_cantonment2_desc;Lordaeronian and Hillsbrad crusaders are deeply religious, bordering on zealotry, where churches hold private armies of crusaders ready to pounce at threats and defend church grounds. A dedicated barracks, seperate from the church, holds and trains new Crusaders to their faithful militias.;;;;;;;;;;;;;x
wc_lord_cantonment3_desc;Lordaeronian and Hillsbrad crusaders are deeply religious, bordering on zealotry, where churches hold private armies of crusaders ready to pounce at threats and defend church grounds. A warrior abbey where a caste of warrior monks and priests reside amongst a deeply pious and well armed force.;;;;;;;;;;;;;x
wc_lord_cantonment4_desc;Lordaeronian and Hillsbrad crusaders are deeply religious, bordering on zealotry, where churches hold private armies of crusaders ready to pounce at threats and defend church grounds. A crusader's keep where armed crusader officers and captains reside alongside their own private armies.;;;;;;;;;;;;;x
wc_lord_charger1_desc;Chargers were early knights who excelled on the open fields outside the capital city, specializing in counter-cavalry tactics. This open field helps chargers train on the open ground and specialize their units.;;;;;;;;;;;;;x
wc_lord_charger2_desc;Chargers were early knights who excelled on the open fields outside the capital city, specializing in counter-cavalry tactics. A local ranch run by a Charger family who can armor and train new Chargers in relative peace.;;;;;;;;;;;;;x
wc_lord_charger3_desc;Chargers were early knights who excelled on the open fields outside the capital city, specializing in counter-cavalry tactics. A stable where Charger horses are bred and new chargers can be armed from tribal armories and trained in organized fields.;;;;;;;;;;;;;x
wc_lord_charger4_desc;Chargers were early knights who excelled on the open fields outside the capital city, specializing in counter-cavalry tactics. Local fiefdom dedicated to a noble charger family and their retinue, who can field their armies for their owner's cause quickly.;;;;;;;;;;;;;x
wc_lord_tribeshrine1_desc;A Lordaeronian shrine, dedicated to a local god. These places are considered deeply sacred.;;;;;;;;;;;;;x
wc_lord_tribeshrine2_desc;A mission of the local priesthood dedicated to both evangelicalism and protecting a local shrine.;;;;;;;;;;;;;x
wc_lord_tribeshrine3_desc;A shrine covered in a large yurt, where a tribal priest performs rituals in privacy.;;;;;;;;;;;;;x
wc_lord_tribeshrine4_desc;A tomb dedicated to a pious hero which illuminates with emotional power, and a literal protective ghost.;;;;;;;;;;;;;x
wc_lord_guildchurch1_desc;A private shrine of a family guild, where only guild members can access to pray and recieve guidance.;;;;;;;;;;;;;x
wc_lord_guildchurch2_desc;A guild owned church, located primarily on guild property, where a well payed priest administers religious rites to the guild members.;;;;;;;;;;;;;x
wc_lord_guildchurch3_desc;An abbey run by guild officials and paid by the guild to provide religious services to the guild and train new priests for the guild's services.;;;;;;;;;;;;;x
wc_lord_guildchurch4_desc;A formal chapel aligned with the guild, and dedicated to a complex relationship of using the guild to spread the true faith, and the guild using it to gain religious support.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
#Stromic;;;;;;;;;;;;;;x
wc_arat_troll1;Trollhunter Barracks;;;;;;;;;;;;;x
wc_arat_troll2;Trollhunter Fortified Barracks;;;;;;;;;;;;;x
wc_arat_troll3;Trollhunter Command Post;;;;;;;;;;;;;x
wc_arat_troll4;Trollhunter Headquarters;;;;;;;;;;;;;x
wc_arat_town1;Highland Farmstead;;;;;;;;;;;;;x
wc_arat_town2;Highland Hamlet;;;;;;;;;;;;;x
wc_arat_town3;Stromic Village;;;;;;;;;;;;;x
wc_arat_town4;Stromic Town;;;;;;;;;;;;;x
wc_arat_town5;Stromic Fiefdom;;;;;;;;;;;;;x
wc_arat_citymuster1;Arbalest Range;;;;;;;;;;;;;x
wc_arat_citymuster2;Arbalest Barracks;;;;;;;;;;;;;x
wc_arat_citymuster3;Arbalest Fort;;;;;;;;;;;;;x
wc_arat_citymuster4;Arbalest War Gallery;;;;;;;;;;;;;x
wc_arat_resource1;Stromic Mine;;;;;;;;;;;;;x
wc_arat_resource2;Stromic Quarry;;;;;;;;;;;;;x
wc_arat_resource3;Resource Basin;;;;;;;;;;;;;x
wc_arat_resource4;Industrial Basin;;;;;;;;;;;;;x
wc_arat_macademy1;Spellweaver Tower;;;;;;;;;;;;;x
wc_arat_macademy2;Spellweaver Guild;;;;;;;;;;;;;x
wc_arat_macademy3;Spellweaver School;;;;;;;;;;;;;x
wc_arat_macademy4;Spellweaver Academy;;;;;;;;;;;;;x
wc_arat_highlander1;Highlander Band;;;;;;;;;;;;;x
wc_arat_highlander2;Highlander Tribe;;;;;;;;;;;;;x
wc_arat_highlander3;Highlander Clan;;;;;;;;;;;;;x
wc_arat_highlander4;Highlander Mead Hall;;;;;;;;;;;;;x
wc_arat_warriorhall1;Stromic Armory;;;;;;;;;;;;;x
wc_arat_warriorhall2;Stromic Training Ground;;;;;;;;;;;;;x
wc_arat_warriorhall3;Stromic War Hall;;;;;;;;;;;;;x
wc_arat_warriorhall4;Stromic Great Hall;;;;;;;;;;;;;x
wc_arat_lancers1;Lancer Corral;;;;;;;;;;;;;x
wc_arat_lancers2;Lancer Stable;;;;;;;;;;;;;x
wc_arat_lancers3;Lancer Barracks;;;;;;;;;;;;;x
wc_arat_lancers4;Lancer Keep;;;;;;;;;;;;;x
wc_arat_troll1_desc;Stromic Trollhunters are a long standing tradition, where warriors ride out and slay trolls and other barbarians, specializing in counter raiding. Troll hunting barracks act both as training grounds for the Trollhunters and as dungeons for captured trolls.;;;;;;;;;;;;;x
wc_arat_troll2_desc;Stromic Trollhunters are a long standing tradition, where warriors ride out and slay trolls and other barbarians, specializing in counter raiding. These fortified barracks act as frontline barracks in more dangerous regions, and act as difficult obstacles for raiders and tribals.;;;;;;;;;;;;;x
wc_arat_troll3_desc;Stromic Trollhunters are a long standing tradition, where warriors ride out and slay trolls and other barbarians, specializing in counter raiding. A well fortified series of tent cities surrounding a central barracks, a command post for a unit of elite troll hunters.;;;;;;;;;;;;;x
wc_arat_troll4_desc;Stromic Trollhunters are a long standing tradition, where warriors ride out and slay trolls and other barbarians, specializing in counter raiding. A local headquarters where new troll hunters are not only recruited, but undergo brutal training within it's walls. Indication of screaming trolls is probably a myth.;;;;;;;;;;;;;x
wc_arat_town1_desc;High hill farmsteads filled with wheat, baily, and hops provides a a decent rural enviornment and steady supply of food for the local capital.;;;;;;;;;;;;;x
wc_arat_town2_desc;A small, not very rich, farming community based on high ground surrounded by fields of grain.;;;;;;;;;;;;;x
wc_arat_town3_desc;A village of Stromic families unified in a loose village, specializing in farming and managing their own peasant lands.;;;;;;;;;;;;;x
wc_arat_town4_desc;A small town surrounded by several villages, covered in fields of grain. This farming community keeps much of the county well fed.;;;;;;;;;;;;;x
wc_arat_town5_desc;A formal system of complex feudal craftsmen, cottage industries, and farming communities which would become to the basis of other human feudal cultures in the Eastern Kingdoms, perfected and mastered here under the watchful eye of a local overlord.;;;;;;;;;;;;;x
wc_arat_citymuster1_desc;Arbalests are Stromic riflemen trained by dwarves, acting as skirmishers and masterful upon the open fields of their home country. Their training range is outfitted with some tents in the open country, and a brutal seargent to help train them.;;;;;;;;;;;;;x
wc_arat_citymuster2_desc;Arbalests are Stromic riflemen trained by dwarves, acting as skirmishers and masterful upon the open fields of their home country. A more elite barracks located in the city where Arbalests are trained and well recieved by their comrades.;;;;;;;;;;;;;x
wc_arat_citymuster3_desc;Arbalests are Stromic riflemen trained by dwarves, acting as skirmishers and masterful upon the open fields of their home country. Gun mounted forts, normally located outside the city, where range training and lodgings are held, but also acts as a decent defensive point.;;;;;;;;;;;;;x
wc_arat_citymuster4_desc;Arbalests are Stromic riflemen trained by dwarves, acting as skirmishers and masterful upon the open fields of their home country. A complex of gunsmiths amongst a walled fortification with a dedicated armory, where Arabalests train and are lodged to help garrison the city.;;;;;;;;;;;;;x
wc_arat_resource1_desc;Stromic mines are dug deep into the earth, where minerals are dregged up for war materials.;;;;;;;;;;;;;x
wc_arat_resource2_desc;An organized quarry where stone and other materials are stripped from Azeroth with the purpose of building new defences, walls, and military structures.;;;;;;;;;;;;;x
wc_arat_resource3_desc;A basin of loosely organized resources such as mines, ranches, farms, lumber mills, and smiths which produces both wealth and materials of the driven Stromic military.;;;;;;;;;;;;;x
wc_arat_resource4_desc;An industrial workshop surrounded by smaller resources protected by a small garrison and fueled by a rural town, producing new materials for war and for the market.;;;;;;;;;;;;;x
wc_arat_macademy1_desc;Spellweavers are an old school of human sorcerers first trained by the elves, crafting but never really perfecting their spells. Spellweaver towers are commanded by a small mage council and their many apprentices.;;;;;;;;;;;;;x
wc_arat_macademy2_desc;Spellweavers are an old school of human sorcerers first trained by the elves, crafting but never really perfecting their spells. A formal guild of Stromic spellweavers to master their craft.;;;;;;;;;;;;;x
wc_arat_macademy3_desc;Spellweavers are an old school of human sorcerers first trained by the elves, crafting but never really perfecting their spells. A traditional school where human learn to weave and create spells under strict guidelines and militaristic patience.;;;;;;;;;;;;;x
wc_arat_macademy4_desc;Spellweavers are an old school of human sorcerers first trained by the elves, crafting but never really perfecting their spells. An elite acadmy of spellweavers who master their craft and weave in new spells within the walls of a grandoise magical college.;;;;;;;;;;;;;x
wc_arat_highlander1_desc;Highlanders are a warband of large weapon wielding warriors who specialize in the hillsides of the Arathi Highlands. A group of tents and fires on a hillside overlook a small clan, acting as defensive warriors and mercenaries for the tribe.;;;;;;;;;;;;;x
wc_arat_highlander2_desc;Highlanders are a warband of large weapon wielding warriors who specialize in the hillsides of the Arathi Highlands. A tribalistic village outside the normal tribe made up of highlander families.;;;;;;;;;;;;;x
wc_arat_highlander3_desc;Highlanders are a warband of large weapon wielding warriors who specialize in the hillsides of the Arathi Highlands. An informal fiefdom of highlander warriors surrounding a fortified hall, which trains and arms the dangerous Stromic clansmen.;;;;;;;;;;;;;x
wc_arat_highlander4_desc;Highlanders are a warband of large weapon wielding warriors who specialize in the hillsides of the Arathi Highlands.A fortified inn surrounding a village where drunken Stromic highlanders converge to tell tall tales of their grim fury.;;;;;;;;;;;;;x
wc_arat_warriorhall1_desc;An Stromic tribal hut where various weapons and banners are stored until war starts.;;;;;;;;;;;;;x
wc_arat_warriorhall2_desc;Stromic clansmen and villagers train in organized training grounds in a opne fields to help hone in their skills and professionalism.;;;;;;;;;;;;;x
wc_arat_warriorhall3_desc;A hall decorated in the heads of Stromic's inhuman enemies, where warriors and chieftains discuss stradegy and tactics.;;;;;;;;;;;;;x
wc_arat_warriorhall4_desc;A long hall worthy of a local Stromic warlord and their family, surrounded by defensive points, barracks, and small armories.;;;;;;;;;;;;;x
wc_arat_lancers1_desc;Lancers are a group of mounted cavaliers which use spears to kill cavalry and outmanuever on the open field. This large open field corral is run by a small family of Lancers, helping to train new Lancers in their niche combat.;;;;;;;;;;;;;x
wc_arat_lancers2_desc;Lancers are a group of mounted cavaliers which use spears to kill cavalry and outmanuever on the open field. A large stable next to a open hillside field where Lancers train in mounted combat amongst a field of targets.;;;;;;;;;;;;;x
wc_arat_lancers3_desc;Lancers are a group of mounted cavaliers which use spears to kill cavalry and outmanuever on the open field. An Stromic mercenary camp where lancers train and house themselves, primarily in the pocket of the guild.;;;;;;;;;;;;;x
wc_arat_lancers4_desc;Lancers are a group of mounted cavaliers which use spears to kill cavalry and outmanuever on the open field. A royal unit of Lancers under the formal control of a Lancer noble within the confides of his local keep, but acts informally as a loyal private army for the guild.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
#Gilnean;;;;;;;;;;;;;;x
wc_giln_greyguard1;Greyguard Barracks;;;;;;;;;;;;;x
wc_giln_greyguard2;Greyguard Royal Barracks;;;;;;;;;;;;;x
wc_giln_greyguard3;Greyguard Keep;;;;;;;;;;;;;x
wc_giln_greyguard4;Greyguard Fortress;;;;;;;;;;;;;x
wc_giln_industry1;Gilnean Craftsmen;;;;;;;;;;;;;x
wc_giln_industry2;Gilnean Workshops;;;;;;;;;;;;;x
wc_giln_industry3;Gilnean Industrial Quarter;;;;;;;;;;;;;x
wc_giln_industry4;Gilnean Manufactories;;;;;;;;;;;;;x
wc_giln_citymuster1;Musketeer Range;;;;;;;;;;;;;x
wc_giln_citymuster2;Musketeer Barracks;;;;;;;;;;;;;x
wc_giln_citymuster3;Musketeer Lodge;;;;;;;;;;;;;x
wc_giln_citymuster4;Musketeer Armory;;;;;;;;;;;;;x
wc_giln_gilnculture1;Top Hatter Craftsman;;;;;;;;;;;;;x
wc_giln_gilnculture2;Black Dyer;;;;;;;;;;;;;x
wc_giln_gilnculture3;Countryside Manor;;;;;;;;;;;;;x
wc_giln_gilnculture4;Writer's Mansion;;;;;;;;;;;;;x
wc_giln_harvwitch1;Harvest Witch Circle;;;;;;;;;;;;;x
wc_giln_harvwitch2;Harvest Witch Grove;;;;;;;;;;;;;x
wc_giln_harvwitch3;Harvest Witch Great Grove;;;;;;;;;;;;;x
wc_giln_harvwitch4;Harvest Witch Haunt;;;;;;;;;;;;;x
wc_giln_yeoman1;Yeoman Range;;;;;;;;;;;;;x
wc_giln_yeoman2;Yeoman Barracks;;;;;;;;;;;;;x
wc_giln_yeoman3;Yeoman Gallery;;;;;;;;;;;;;x
wc_giln_yeoman4;Yeoman Headquarters;;;;;;;;;;;;;x
wc_giln_darkgrove1;Dark Grove;;;;;;;;;;;;;x
wc_giln_darkgrove2;Dark Forest;;;;;;;;;;;;;x
wc_giln_darkgrove3;Haunting Grove;;;;;;;;;;;;;x
wc_giln_darkgrove4;Gilnean Harvest Cult;;;;;;;;;;;;;x
wc_giln_hunting1;Gilnean Hunting Ground;;;;;;;;;;;;;x
wc_giln_hunting2;Gilnean Hunting Lodge;;;;;;;;;;;;;x
wc_giln_hunting3;Gilnean Hunter's Manor;;;;;;;;;;;;;x
wc_giln_hunting4;Gilnean Mastiff Bestiary;;;;;;;;;;;;;x
wc_giln_greyguard1_desc;Greyguard are an elite regiment of Gilneas, who use a mixture of elite royal infantry and cannon to combat enemies. This barracks stores the armories and lodgings of the Greyguard.;;;;;;;;;;;;;x
wc_giln_greyguard2_desc;Greyguard are an elite regiment of Gilneas, who use a mixture of elite royal infantry and cannon to combat enemies. A royal barracks which is larger, and supplied with better luxeries and larger apartments.;;;;;;;;;;;;;x
wc_giln_greyguard3_desc;Greyguard are an elite regiment of Gilneas, who use a mixture of elite royal infantry and cannon to combat enemies. A bleak keep where a militaristic commander lauds over an army of the Greyguard from a fortified position.;;;;;;;;;;;;;x
wc_giln_greyguard4_desc;Greyguard are an elite regiment of Gilneas, who use a mixture of elite royal infantry and cannon to combat enemies. A large bleak fortress of the Greyguard, filled with armories, barracks, towers, and dungeons.;;;;;;;;;;;;;x
wc_giln_industry1_desc;A small Gilnean workshop which churns out new inventions based on military science and alchemy.;;;;;;;;;;;;;x
wc_giln_industry2_desc;A Gilnean workshop filled with tools and apprentices which tinkers with new technology such as gunpowder for military and civilian purpose.;;;;;;;;;;;;;x
wc_giln_industry3_desc;An industry of laborers from inside the walls a large workshop which quickly produces cheap but effective products.;;;;;;;;;;;;;x
wc_giln_industry4_desc;A sizable industrial quarter of various workshops and innovative alchemy labs which supply a sizable income to the local econemy.;;;;;;;;;;;;;x
wc_giln_citymuster1_desc;Gilnean Musketeers use slower but easy to produce rifles, which allows them replace most of their bows with gunpowder regiments. Musketeers train in woodlands on small ranges, not all that different from commonplace militia training grounds.;;;;;;;;;;;;;x
wc_giln_citymuster2_desc;Gilnean Musketeers use slower but easy to produce rifles, which allows them replace most of their bows with gunpowder regiments. Musketeer barracks are wooden lodges with a range and an armory which allows them to formalize their recruitment.;;;;;;;;;;;;;x
wc_giln_citymuster3_desc;Gilnean Musketeers use slower but easy to produce rifles, which allows them replace most of their bows with gunpowder regiments. Muskteer lodges are private halls owned by a officer who helps train new Musketeers on multiple ranges around the lodge.;;;;;;;;;;;;;x
wc_giln_citymuster4_desc;Gilnean Musketeers use slower but easy to produce rifles, which allows them replace most of their bows with gunpowder regiments. Muskets are never in short supply, but the Musketeer Armory keeps large amounts of muskets and shot within reach of a system of barracks and lodges to allow quick mobolization.;;;;;;;;;;;;;x
wc_giln_gilnculture1_desc;Gilnean fashion has been described as modern, for only the Gilneans know good fashion.;;;;;;;;;;;;;x
wc_giln_gilnculture2_desc;Black dyes are needed for Gilnean banners and cloths, and is a very lucrative business.;;;;;;;;;;;;;x
wc_giln_gilnculture3_desc;A luxerious tower fit for a wealthy business man or nobleman, isolated in the countryside.;;;;;;;;;;;;;x
wc_giln_gilnculture4_desc;A isolated mansion of a famous writer who makes saucy novels and cultural classics.;;;;;;;;;;;;;x
wc_giln_harvwitch1_desc;Harvest Witches are an ancient druidic order from early human spirituality which survives in Gilnean culture. Harvest circles are small covens where the witches meet and discuss their spells and perform ancient rites.;;;;;;;;;;;;;x
